,Player,WS,WS/48
155,Samuel Dalembert,4.9,.147
156,Troy Daniels,0.2,.150
157,Gigi Datome,-0.1,-0.023
158,Brandon Davies,0.1,.008
159,Anthony Davis,10.4,.212
160,Ed Davis,2.6,.129
161,Glen Davis,2.0,.058
162,Glen Davis,1.5,.053
163,Glen Davis,0.5,.079
164,Austin Daye,0.1,.047
165,Austin Daye,0.0,-0.067
166,Austin Daye,0.2,.080
167,Nando De Colo,1.0,.100
168,Nando De Colo,0.6,.101
169,Nando De Colo,0.4,.098
170,Player,WS,WS/48
171,Dewayne Dedmon,0.6,.070
172,Dewayne Dedmon,0.0,-0.107
173,Dewayne Dedmon,0.1,.035
174,Dewayne Dedmon,0.5,.096
175,Matthew Dellavedova,2.1,.078
176,Luol Deng,4.5,.098
177,Luol Deng,2.4,.132
178,Luol Deng,2.2,.077
179,DeMar DeRozan,8.8,.141
180,Boris Diaw,4.9,.120
181,Gorgui Dieng,2.2,.129
182,Toney Douglas,0.9,.061
183,Toney Douglas,0.2,.028
184,Toney Douglas,0.7,.083
185,Chris Douglas-Roberts,2.4,.113
186,Goran Dragić,10.3,.186
187,Andre Drummond,9.9,.182
188,Jared Dudley,2.4,.068
189,Tim Duncan*,7.4,.164
190,Mike Dunleavy,6.5,.121
191,Kevin Durant,19.2,.295
192,Shane Edwards,0.0,-0.141
193,Wayne Ellington,0.7,.084
194,Monta Ellis,4.9,.078
195,Melvin Ely,0.0,.011
196,Jeremy Evans,2.8,.112
197,Reggie Evans,1.5,.080
198,Reggie Evans,0.4,.046
199,Reggie Evans,1.1,.107
200,Player,WS,WS/48
201,Tyreke Evans,3.1,.073
202,Kenneth Faried,6.5,.144
203,Jordan Farmar,0.7,.039
204,Vítor Luiz Faverani,0.3,.031
205,Derrick Favors,5.1,.112
206,Carrick Felix,0.0,.057
207,Raymond Felton,2.2,.053
208,Landry Fields,0.4,.057
209,Derek Fisher,3.1,.103
210,Evan Fournier,1.4,.043
211,Randy Foye,4.6,.089
212,Jamaal Franklin,0.0,-0.002
213,Jimmer Fredette,0.8,.078
214,Jimmer Fredette,0.8,.082
215,Jimmer Fredette,0.0,.043
216,Enes Freedom,2.2,.050
217,Joel Freeland,1.4,.093
218,Channing Frye,5.3,.109
219,Francisco García,1.8,.078
220,Kevin Garnett*,1.2,.054
221,Diante Garrett,-0.8,-0.036
222,Marc Gasol,5.6,.137
223,Player,WS,WS/48
224,Pau Gasol*,3.0,.076
225,Rudy Gay,4.8,.091
226,Rudy Gay,0.3,.021
227,Rudy Gay,4.5,.114
228,Alonzo Gee,0.9,.041
229,Paul George,10.8,.178
230,Taj Gibson,5.7,.117
231,Manu Ginóbili*,5.7,.176
232,Rudy Gobert,0.4,.045
233,Ryan Gomes,0.0,-0.039
234,Drew Gooden,1.4,.173
235,Archie Goodwin,0.2,.018
236,Ben Gordon,-0.3,-0.058
237,Eric Gordon,2.5,.058
238,Marcin Gortat,8.1,.146
239,Danny Granger,1.3,.073
240,Danny Granger,1.0,.075
241,Danny Granger,0.3,.070
242,Aaron Gray,0.1,.016
243,Aaron Gray,0.0,-0.007
244,Aaron Gray,0.1,.018
245,Danny Green,4.2,.122
246,Draymond Green,4.5,.119
247,Gerald Green,6.1,.126
248,Jeff Green,3.3,.057
249,Willie Green,0.5,.028
250,Player,WS,WS/48
251,Blake Griffin,12.2,.205
252,Jorge Gutiérrez,0.2,.048
253,Jordan Hamilton,1.6,.073
254,Jordan Hamilton,1.0,.069
255,Jordan Hamilton,0.6,.080
256,Justin Hamilton,0.1,.089
257,Justin Hamilton,0.0,-0.190
258,Justin Hamilton,0.1,.105
259,Tyler Hansbrough,3.0,.149
260,Tim Hardaway Jr.,3.1,.080
261,James Harden,12.8,.221
262,Maurice Harkless,2.8,.068
263,Josh Harrellson,0.7,.108
264,Al Harrington,0.4,.035
265,Devin Harris,1.6,.094
266,Elias Harris,0.0,.018
267,Manny Harris,0.0,.002
268,Mike Harris,0.5,.116
269,Tobias Harris,4.1,.107
270,Udonis Haslem,1.1,.083
271,Spencer Hawes,4.5,.088
272,Spencer Hawes,2.6,.075
273,Spencer Hawes,1.9,.114
274,Chuck Hayes,1.4,.086
275,Chuck Hayes,0.3,.081
276,Chuck Hayes,1.1,.088
277,Gordon Hayward,3.6,.062
278,Gerald Henderson,3.6,.071
279,Player,WS,WS/48
280,Xavier Henry,0.3,.017
281,John Henson,3.3,.084
282,Roy Hibbert,5.4,.108
283,J.J. Hickson,3.3,.086
284,Nenê,3.2,.098
285,George Hill,7.8,.154
286,Jordan Hill,4.4,.141
287,Solomon Hill,0.4,.080
288,Kirk Hinrich,3.8,.085
289,Jrue Holiday,1.5,.064
290,Ryan Hollins,1.3,.126
291,Scotty Hopson,-0.1,-0.412
292,Al Horford,2.8,.141
293,Dwight Howard,8.0,.161
294,Robbie Hummel,1.1,.084
295,Kris Humphries,4.1,.143
296,Serge Ibaka,9.6,.173
297,Andre Iguodala,5.8,.135
298,Ersan İlyasova,1.6,.053
299,Kyrie Irving,6.7,.128
300,Player,WS,WS/48
301,Royal Ivey,0.0,-0.362
302,Jarrett Jack,2.3,.049
303,Reggie Jackson,4.9,.104
304,Stephen Jackson,-0.2,-0.099
305,Bernard James,0.1,.040
306,Damion James,0.0,.010
307,LeBron James,15.9,.264
308,Mike James,-0.1,-0.073
309,Antawn Jamison,0.1,.019
310,Othyus Jeffers,0.1,.082
311,Othyus Jeffers,0.1,.121
312,Othyus Jeffers,0.0,-0.020
313,Al Jefferson,7.8,.146
314,Richard Jefferson,2.7,.058
315,John Jenkins,-0.1,-0.043
316,Brandon Jennings,3.9,.068
317,Jonas Jerebko,1.4,.092
318,Amir Johnson,6.3,.136
319,Chris Johnson,1.4,.085
320,James Johnson,3.0,.150
321,Joe Johnson,4.9,.091
322,Orlando Johnson,0.1,.008
323,Orlando Johnson,0.2,.031
324,Orlando Johnson,-0.1,-0.144
325,Player,WS,WS/48
326,Wesley Johnson,1.9,.041
327,Darius Johnson-Odom,-0.2,-0.661
328,James Jones,0.7,.147
329,Perry Jones,1.5,.094
330,Solomon Jones,0.0,.013
331,Terrence Jones,7.3,.169
332,DeAndre Jordan,11.1,.186
333,Cory Joseph,2.9,.148
334,Chris Kaman,0.5,.036
335,Sergey Karasev,-0.1,-0.041
336,Ryan Kelly,2.2,.081
337,Michael Kidd-Gilchrist,3.1,.098
338,Andrei Kirilenko,1.3,.070
339,Brandon Knight,2.8,.055
340,Kyle Korver,5.9,.118
341,Kosta Koufos,3.5,.124
342,Viacheslav Kravtsov,0.0,.027
343,Ognjen Kuzmić,0.0,-0.025
344,Doron Lamb,0.5,.036
345,Jeremy Lamb,3.3,.102
346,Player,WS,WS/48
347,Carl Landry,0.4,.088
348,Shane Larkin,-0.1,-0.010
349,Ty Lawson,6.3,.136
350,Ricky Ledo,0.0,.024
351,Courtney Lee,4.7,.114
352,Courtney Lee,1.0,.094
353,Courtney Lee,3.7,.120
354,David Lee,7.6,.160
355,Alex Len,0.2,.024
356,Kawhi Leonard,7.7,.193
357,Meyers Leonard,0.6,.086
358,Jon Leuer,2.0,.149
359,Rashard Lewis,1.7,.083
360,DeAndre Liggins,0.0,2.123
361,Damian Lillard,9.6,.157
362,Jeremy Lin,4.4,.103
363,Shaun Livingston,4.4,.108
364,Brook Lopez,2.3,.211
365,Robin Lopez,9.5,.176
366,Kevin Love,14.3,.245
367,Kyle Lowry,11.7,.197
368,John Lucas III,-0.7,-0.058
369,Player,WS,WS/48
370,Shelvin Mack,2.3,.074
371,Ian Mahinmi,3.3,.129
372,Shawn Marion,4.3,.086
373,Kendall Marshall,0.9,.029
374,Cartier Martin,1.3,.070
375,Cartier Martin,1.1,.064
376,Cartier Martin,0.2,.174
377,Kenyon Martin,1.2,.090
378,Kevin Martin,5.3,.117
379,Roger Mason,0.3,.055
380,Wesley Matthews,8.2,.142
381,Jason Maxiell,0.3,.029
382,Eric Maynor,-0.4,-0.058
383,Eric Maynor,-0.2,-0.052
384,Eric Maynor,-0.2,-0.070
385,O.J. Mayo,0.1,.002
386,Luc Mbah a Moute,1.0,.049
387,Luc Mbah a Moute,0.4,.106
388,Luc Mbah a Moute,0.6,.035
389,Ray McCallum,0.4,.020
390,CJ McCollum,0.2,.019
391,JaVale McGee,-0.1,-0.039
392,Ben McLemore,0.8,.016
393,Josh McRoberts,6.5,.132
394,Jodie Meeks,4.5,.084
395,Gal Mekel,-0.4,-0.073
396,Player,WS,WS/48
397,Khris Middleton,2.7,.053
398,C.J. Miles,2.5,.122
399,Andre Miller,2.2,.108
400,Andre Miller,1.1,.091
401,Andre Miller,1.1,.132
402,Darius Miller,0.8,.055
403,Mike Miller,3.9,.111
404,Quincy Miller,0.0,.002
405,Patty Mills,5.6,.175
406,Paul Millsap,6.7,.129
407,Tony Mitchell,0.2,.151
408,Tony Mitchell,0.1,.242
409,Nazr Mohammed,0.8,.070
410,Greg Monroe,5.9,.106
411,E'Twaun Moore,1.7,.055
412,Darius Morris,0.0,.006
413,Darius Morris,0.1,.027
414,Darius Morris,0.0,-0.041
415,Darius Morris,0.0,-0.016
416,Marcus Morris,4.2,.111
417,Markieff Morris,6.4,.143
418,Anthony Morrow,2.4,.081
419,Donatas Motiejūnas,1.4,.069
420,Arnett Moultrie,0.0,.007
421,Timofey Mozgov,4.5,.123
422,Player,WS,WS/48
423,Shabazz Muhammad,0.3,.053
424,Byron Mullens,0.5,.057
425,Byron Mullens,0.0,.012
426,Byron Mullens,0.4,.087
427,Erik Murphy,-0.1,-0.055
428,Toure' Murry,0.0,.002
429,Mike Muscala,0.2,.040
430,Hamady N'Diaye,0.0,-0.008
431,Steve Nash*,0.1,.017
432,Gary Neal,1.0,.041
433,Gary Neal,-0.2,-0.012
434,Gary Neal,1.1,.105
435,Nemanja Nedović,-0.4,-0.132
436,Jameer Nelson,2.8,.062
437,Andrew Nicholson,0.6,.025
438,Joakim Noah,11.2,.190
439,Steve Novak,1.4,.127
440,Dirk Nowitzki*,10.9,.199
441,James Nunnally,-0.1,-0.021
442,James Nunnally,-0.1,-0.055
443,James Nunnally,0.0,-0.005
444,Jermaine O'Neal,2.7,.146
445,Kyle O'Quinn,2.5,.101
446,Greg Oden,0.5,.119
447,Victor Oladipo,1.3,.026
448,Kelly Olynyk,2.9,.101
449,Player,WS,WS/48
450,Arinze Onuaku,0.0,-0.044
451,Arinze Onuaku,0.0,-0.016
452,Arinze Onuaku,0.0,-0.179
453,Daniel Orton,0.3,.049
454,Travis Outlaw,1.4,.062
455,Zaza Pachulia,1.7,.060
456,Jannero Pargo,0.5,.105
457,Tony Parker*,5.9,.141
458,Chandler Parsons,7.6,.131
459,Patrick Patterson,3.8,.118
460,Patrick Patterson,0.4,.042
461,Patrick Patterson,3.4,.147
462,Chris Paul,12.2,.270
463,Nikola Peković,5.9,.169
464,Kendrick Perkins,0.8,.031
465,Paul Pierce*,5.2,.119
466,Dexter Pittman,0.0,-0.180
467,Mason Plumlee,4.7,.176
468,Miles Plumlee,4.0,.098
469,Quincy Pondexter,0.4,.063
470,Otto Porter Jr.,0.0,-0.006
471,Josh Powell,0.0,-0.094
472,Phil Pressey,0.1,.005
473,A.J. Price,0.0,-0.012
474,Player,WS,WS/48
475,Ronnie Price,-0.1,-0.007
476,Pablo Prigioni,3.4,.127
477,Tayshaun Prince,1.5,.038
478,Miroslav Raduljica,1.1,.112
479,Anthony Randolph,0.6,.055
480,Shavlik Randolph,0.1,.060
481,Zach Randolph,6.4,.113
482,JJ Redick,3.0,.147
483,Glen Rice Jr.,-0.1,-0.043
484,Luke Ridnour,0.1,.005
485,Luke Ridnour,-0.1,-0.008
486,Luke Ridnour,0.2,.030
487,Austin Rivers,0.6,.023
488,Andre Roberson,0.8,.099
489,Brian Roberts,2.2,.063
490,Nate Robinson,1.8,.101
491,Thomas Robinson,1.6,.090
492,Rajon Rondo,1.1,.054
493,Derrick Rose,-0.2,-0.036
494,Terrence Ross,4.2,.094
495,Ricky Rubio,5.9,.107
496,Brandon Rush,-0.4,-0.050
497,Player,WS,WS/48
498,Robert Sacre,1.4,.061
499,John Salmons,1.7,.046
500,John Salmons,0.3,.029
501,John Salmons,1.4,.052
502,Larry Sanders,0.7,.057
503,Dennis Schröder,-0.7,-0.054
504,Luis Scola,2.5,.084
505,Mike Scott,2.6,.084
506,Thabo Sefolosha,3.0,.092
507,Kevin Séraphin,0.8,.066
508,Ramon Sessions,4.3,.094
509,Ramon Sessions,2.0,.075
510,Ramon Sessions,2.3,.121
511,Mustafa Shakur,-0.1,-0.347
512,Tornike Shengelia,-0.1,-0.040
513,Tornike Shengelia,-0.2,-0.054
514,Tornike Shengelia,0.0,.073
515,Iman Shumpert,2.0,.048
516,Alexey Shved,0.2,.017
517,Henry Sims,2.1,.115
518,Henry Sims,0.2,.059
519,Henry Sims,1.9,.128
520,Kyle Singler,4.4,.090
521,Chris Singleton,0.2,.033
522,Peyton Siva,-0.2,-0.032
523,Donald Sloan,0.3,.039
524,Chris Smith,0.0,-0.020
525,Greg Smith,0.2,.119
526,Player,WS,WS/48
527,Ish Smith,1.0,.048
528,J.R. Smith,3.7,.073
529,Jason Smith,0.9,.054
530,Josh Smith,1.1,.020
531,Tony Snell,1.6,.063
532,James Southerland,0.0,-0.023
533,James Southerland,-0.1,-1.119
534,James Southerland,0.1,.098
535,Marreese Speights,2.1,.103
536,Tiago Splitter,4.3,.163
537,D.J. Stephens,0.0,.067
538,Lance Stephenson,7.4,.130
539,Greg Stiemsma,1.5,.072
540,Julyan Stone,0.2,.061
541,Amar'e Stoudemire,3.8,.124
542,Rodney Stuckey,2.2,.053
543,Jared Sullinger,3.9,.091
544,Jeff Taylor,-0.2,-0.019
545,Tyshawn Taylor,-0.6,-0.098
546,Jeff Teague,5.2,.098
547,Marquis Teague,-0.5,-0.059
548,Marquis Teague,-0.5,-0.094
549,Marquis Teague,-0.1,-0.017
550,Mirza Teletović,2.7,.094
551,Player,WS,WS/48
552,Garrett Temple,0.3,.025
553,Jason Terry,0.2,.016
554,Hasheem Thabeet,0.0,.012
555,Adonis Thomas,0.0,.001
556,Adonis Thomas,0.0,-0.031
557,Adonis Thomas,0.0,.060
558,Isaiah Thomas,7.7,.149
559,Lance Thomas,-0.1,-0.117
560,Malcolm Thomas,-0.2,-0.132
561,Malcolm Thomas,0.0,-0.107
562,Malcolm Thomas,-0.1,-0.140
563,Hollis Thompson,2.0,.055
564,Jason Thompson,2.7,.064
565,Klay Thompson,6.7,.112
566,Tristan Thompson,5.7,.106
567,Marcus Thornton,2.0,.055
568,Marcus Thornton,0.9,.038
569,Marcus Thornton,1.1,.087
570,Jamaal Tinsley,-0.3,-0.122
571,Anthony Tolliver,3.2,.117
572,P.J. Tucker,6.1,.117
573,Ronny Turiaf,1.5,.122
574,Hedo Türkoğlu,0.8,.095
575,Evan Turner,1.4,.027
576,Evan Turner,0.7,.017
577,Evan Turner,0.7,.059
578,Jeremy Tyler,0.5,.064
579,Ekpe Udoh,0.0,.000
580,Player,WS,WS/48
581,Beno Udrih,0.8,.061
582,Beno Udrih,0.7,.056
583,Beno Udrih,0.1,.117
584,Jonas Valančiūnas,6.7,.141
585,Anderson Varejão,5.4,.144
586,Jarvis Varnado,0.8,.114
587,Jarvis Varnado,0.0,.038
588,Jarvis Varnado,0.8,.115
589,Greivis Vásquez,3.6,.097
590,Greivis Vásquez,0.9,.097
591,Greivis Vásquez,2.6,.096
592,Jan Veselý,1.6,.097
593,Jan Veselý,0.9,.090
594,Jan Veselý,0.7,.109
595,Charlie Villanueva,0.1,.034
596,Nikola Vučević,4.4,.116
597,Sasha Vujačić,-0.1,-0.289
598,Dwyane Wade*,5.5,.149
599,Dion Waiters,1.6,.037
600,Kemba Walker,5.1,.093
601,John Wall,7.9,.128
602,Gerald Wallace,1.3,.043
603,Casper Ware,0.2,.071
604,C.J. Watson,3.2,.130
605,Earl Watson,-0.1,-0.018
606,Maalik Wayns,0.1,.313
607,Martell Webster,5.0,.112
608,David West,8.1,.157
609,Player,WS,WS/48
610,Russell Westbrook,5.2,.178
611,D.J. White,0.0,.004
612,Royce White,0.0,-0.121
613,Deron Williams,5.4,.125
614,Derrick Williams,2.6,.068
615,Derrick Williams,0.0,.008
616,Derrick Williams,2.5,.073
617,Elliot Williams,0.3,.014
618,Lou Williams,2.6,.087
619,Marvin Williams,2.9,.084
620,Mo Williams,2.2,.056
621,Reggie Williams,0.0,.034
622,Shawne Williams,0.7,.045
623,Jeff Withey,1.8,.128
624,Nate Wolters,1.2,.043
625,Metta World Peace,0.3,.032
626,Brandan Wright,5.1,.227
627,Chris Wright,0.3,.102
628,Dorell Wright,1.9,.091
629,Tony Wroten,-0.9,-0.025
630,Nick Young,2.5,.067
631,Thaddeus Young,3.5,.062
632,Player,WS,WS/48
633,Cody Zeller,2.6,.090
634,Tyler Zeller,2.6,.120
