,Player,WS,WS/48
104,Bruno Caboclo,0.4,.076
105,Bruno Caboclo,0.2,.053
106,Bruno Caboclo,0.2,.162
107,Devontae Cacok,0.0,.226
108,Kentavious Caldwell-Pope,3.7,.102
109,Vlatko Čančar,0.1,.062
110,Clint Capela,4.9,.184
111,DeMarre Carroll,0.3,.045
112,DeMarre Carroll,-0.1,-0.036
113,DeMarre Carroll,0.4,.114
114,Jevon Carter,1.8,.093
115,Vince Carter*,-0.2,-0.011
116,Wendell Carter Jr.,3.3,.127
117,Michael Carter-Williams,1.9,.111
118,Alex Caruso,2.3,.095
119,Willie Cauley-Stein,2.9,.128
120,Willie Cauley-Stein,2.2,.113
121,Willie Cauley-Stein,0.7,.222
122,Tyson Chandler,0.6,.131
123,Wilson Chandler,0.7,.046
124,Joe Chealey,-0.1,-0.188
125,Zylan Cheatham,0.0,.034
126,Chris Chiozza,0.5,.055
127,Chris Chiozza,0.0,-0.001
128,Chris Chiozza,0.5,.080
129,Marquese Chriss,3.4,.136
130,Player,WS,WS/48
131,Gary Clark,1.2,.100
132,Gary Clark,0.5,.123
133,Gary Clark,0.6,.087
134,Brandon Clarke,5.0,.183
135,Jordan Clarkson,3.4,.096
136,Jordan Clarkson,1.5,.107
137,Jordan Clarkson,1.9,.089
138,Nic Claxton,0.5,.121
139,Chris Clemons,0.4,.058
140,Antonius Cleveland,-0.1,-0.076
141,Amir Coffey,0.1,.041
142,John Collins,4.9,.174
143,Zach Collins,0.3,.052
144,Mike Conley,2.5,.089
145,Pat Connaughton,3.4,.130
146,Quinn Cook,0.3,.030
147,Tyler Cook,0.2,.182
148,Tyler Cook,0.2,.244
149,Tyler Cook,0.0,.069
150,Robert Covington,3.7,.083
151,Robert Covington,2.3,.078
152,Robert Covington,1.4,.094
153,Allen Crabbe,-0.1,-0.007
154,Allen Crabbe,0.1,.009
155,Allen Crabbe,-0.2,-0.068
156,Torrey Craig,2.0,.091
157,Jamal Crawford,0.1,.492
158,Jae Crowder,3.8,.098
159,Jae Crowder,1.9,.069
160,Jae Crowder,1.9,.169
161,Jarrett Culver,-0.1,-0.004
162,Seth Curry,4.3,.130
163,Player,WS,WS/48
164,Stephen Curry,0.3,.103
165,Troy Daniels,0.6,.056
166,Troy Daniels,0.7,.069
167,Troy Daniels,0.0,-0.025
168,Anthony Davis,11.1,.250
169,Ed Davis,0.6,.102
170,Terence Davis,3.1,.122
171,Dewayne Dedmon,0.1,.005
172,Dewayne Dedmon,-0.1,-0.007
173,Dewayne Dedmon,0.2,.032
174,Matthew Dellavedova,0.2,.011
175,DeMar DeRozan,7.3,.151
176,Cheick Diallo,1.3,.132
177,Hamidou Diallo,0.4,.022
178,Gorgui Dieng,2.9,.129
179,Gorgui Dieng,2.1,.129
180,Gorgui Dieng,0.9,.130
181,Spencer Dinwiddie,4.8,.116
182,Donte DiVincenzo,4.3,.135
183,Luka Dončić,8.8,.207
184,Luguentz Dort,0.8,.049
185,Damyean Dotson,0.9,.053
186,Sekou Doumbouya,-0.3,-0.020
187,PJ Dozier,0.4,.044
188,Goran Dragić,3.5,.102
189,Andre Drummond,4.2,.108
190,Andre Drummond,4.0,.116
191,Andre Drummond,0.3,.053
192,Player,WS,WS/48
193,Jared Dudley,0.8,.102
194,Kris Dunn,2.3,.085
195,Carsen Edwards,0.1,.014
196,Henry Ellenson,-0.1,-0.183
197,Wayne Ellington,0.4,.035
198,Joel Embiid,6.0,.192
199,James Ennis III,2.4,.090
200,James Ennis III,1.7,.106
201,James Ennis III,0.7,.064
202,Drew Eubanks,0.8,.134
203,Jacob Evans,-0.5,-0.056
204,Jacob Evans,-0.5,-0.054
205,Jacob Evans,0.0,-0.263
206,Dante Exum,0.4,.043
207,Dante Exum,-0.1,-0.056
208,Dante Exum,0.5,.063
209,Tacko Fall,0.2,.223
210,Derrick Favors,4.2,.162
211,Cristiano Felício,1.0,.126
212,Terrance Ferguson,0.6,.021
213,Bruno Fernando,0.8,.055
214,Yogi Ferrell,0.7,.060
215,Dorian Finney-Smith,4.9,.110
216,Bryn Forbes,1.5,.047
217,Evan Fournier,4.6,.106
218,De'Aaron Fox,4.0,.118
219,Player,WS,WS/48
220,Melvin Frazier,0.2,.057
221,Michael Frazier,-0.2,-0.060
222,Tim Frazier,0.1,.016
223,Enes Freedom,4.4,.214
224,Markelle Fultz,2.7,.065
225,Wenyen Gabriel,0.2,.048
226,Wenyen Gabriel,0.0,-0.029
227,Wenyen Gabriel,0.3,.075
228,Daniel Gafford,1.9,.146
229,Danilo Gallinari,6.3,.166
230,Langston Galloway,3.1,.087
231,Darius Garland,-1.3,-0.034
232,Marc Gasol,3.0,.124
233,Rudy Gay,2.1,.068
234,Paul George,4.8,.161
235,Taj Gibson,2.6,.120
236,Harry Giles,1.6,.112
237,Shai Gilgeous-Alexander,6.1,.121
238,Rudy Gobert,10.7,.221
239,Brandon Goodwin,0.1,.013
240,Aaron Gordon,3.7,.087
241,Eric Gordon,0.5,.024
242,Player,WS,WS/48
243,Devonte' Graham,3.4,.073
244,Treveon Graham,0.2,.009
245,Treveon Graham,0.1,.004
246,Treveon Graham,0.1,.022
247,Jerami Grant,4.4,.111
248,Jerian Grant,0.0,-0.018
249,Josh Gray,-0.1,-0.226
250,Danny Green,3.4,.096
251,Draymond Green,1.1,.044
252,JaMychal Green,3.1,.115
253,Javonte Green,1.1,.113
254,Jeff Green,2.1,.104
255,Jeff Green,0.5,.046
256,Jeff Green,1.5,.183
257,Blake Griffin,-0.1,-0.012
258,Marko Gudurić,0.1,.014
259,Kyle Guy,0.0,-0.045
260,Rui Hachimura,1.8,.060
261,Devon Hall,-0.2,-0.116
262,Donta Hall,0.4,.137
263,Donta Hall,0.1,.067
264,Donta Hall,0.3,.177
265,Dusty Hannahs,0.0,.146
266,Tim Hardaway Jr.,4.4,.102
267,James Harden,13.1,.254
268,Maurice Harkless,2.7,.090
269,Maurice Harkless,2.3,.095
270,Maurice Harkless,0.4,.069
271,Player,WS,WS/48
272,Jared Harper,0.0,-0.249
273,Montrezl Harrell,7.0,.191
274,Gary Harris,1.9,.052
275,Joe Harris,4.3,.097
276,Tobias Harris,6.2,.121
277,Shaquille Harrison,1.5,.153
278,Josh Hart,3.1,.085
279,Isaiah Hartenstein,1.1,.190
280,Udonis Haslem,0.0,.041
281,Jaxson Hayes,3.9,.171
282,Gordon Hayward,5.7,.158
283,John Henson,1.4,.109
284,John Henson,0.9,.109
285,John Henson,0.4,.110
286,Dewan Hernandez,0.0,.043
287,Juancho Hernangómez,0.9,.052
288,Juancho Hernangómez,0.1,.007
289,Juancho Hernangómez,0.8,.098
290,Willy Hernangómez,0.8,.107
291,Tyler Herro,1.6,.050
292,Kevin Hervey,-0.1,-0.085
293,Mario Hezonja,0.8,.043
294,Buddy Hield,3.0,.064
295,George Hill,5.5,.210
296,Player,WS,WS/48
297,Solomon Hill,1.4,.064
298,Solomon Hill,1.4,.072
299,Solomon Hill,0.1,.023
300,Jaylen Hoard,0.2,.093
301,Aaron Holiday,2.1,.063
302,Jrue Holiday,3.9,.088
303,Justin Holiday,4.2,.112
304,Rondae Hollis-Jefferson,3.4,.146
305,Richaun Holmes,4.9,.190
306,Rodney Hood,1.1,.084
307,Al Horford,5.4,.128
308,Talen Horton-Tucker,0.1,.070
309,Danuel House Jr.,3.6,.091
310,Dwight Howard,5.4,.197
311,William Howard,-0.1,-0.357
312,Kevin Huerter,1.6,.043
313,De'Andre Hunter,0.1,.002
314,Chandler Hutchison,0.7,.060
315,Serge Ibaka,3.9,.126
316,Andre Iguodala,0.6,.065
317,Ersan İlyasova,3.6,.174
318,Joe Ingles,4.8,.108
319,Player,WS,WS/48
320,Brandon Ingram,5.1,.115
321,Kyrie Irving,2.9,.210
322,Jonathan Isaac,2.5,.120
323,Wes Iwundu,1.7,.084
324,Frank Jackson,0.2,.010
325,Jaren Jackson Jr.,3.5,.103
326,Josh Jackson,0.5,.069
327,Justin Jackson,1.2,.054
328,Reggie Jackson,1.1,.073
329,Reggie Jackson,0.4,.047
330,Reggie Jackson,0.8,.100
331,Justin James,0.1,.028
332,LeBron James,9.8,.204
333,Amile Jefferson,0.0,.023
334,DaQuan Jeffries,0.3,.100
335,Ty Jerome,0.0,-0.003
336,Alize Johnson,0.3,.111
337,B.J. Johnson,-0.1,-0.074
338,Cameron Johnson,2.7,.102
339,James Johnson,1.1,.089
340,James Johnson,0.4,.065
341,James Johnson,0.8,.109
342,Keldon Johnson,1.1,.174
343,Stanley Johnson,0.0,.014
344,Player,WS,WS/48
345,Tyler Johnson,0.7,.050
346,Tyler Johnson,0.2,.014
347,Tyler Johnson,0.6,.144
348,Nikola Jokić,9.8,.202
349,Damian Jones,2.8,.152
350,Derrick Jones Jr.,4.4,.153
351,Tyus Jones,3.0,.117
352,DeAndre Jordan,5.2,.200
353,Cory Joseph,2.3,.062
354,Mfiondu Kabengele,0.2,.173
355,Frank Kaminsky,1.4,.087
356,Luke Kennard,1.9,.100
357,Stanton Kidd,-0.1,-0.327
358,Michael Kidd-Gilchrist,-0.2,-0.030
359,Michael Kidd-Gilchrist,-0.1,-0.028
360,Michael Kidd-Gilchrist,-0.1,-0.032
361,Louis King,0.0,-0.007
362,Maxi Kleber,4.8,.123
363,Brandon Knight,-0.1,-0.010
364,Brandon Knight,-0.3,-0.062
365,Brandon Knight,0.2,.046
366,Kevin Knox,0.2,.007
367,John Konchar,0.7,.182
368,Furkan Korkmaz,2.8,.085
369,Luke Kornet,1.1,.091
370,Kyle Korver,2.5,.124
371,Player,WS,WS/48
372,Rodions Kurucs,0.8,.055
373,Kyle Kuzma,2.0,.063
374,Skal Labissière,1.4,.119
375,Jeremy Lamb,2.7,.099
376,Romeo Langford,0.2,.025
377,Zach LaVine,4.0,.091
378,Vic Law,-0.1,-0.052
379,Jake Layman,0.3,.030
380,T.J. Leaf,0.3,.061
381,Jalen Lecque,0.0,-0.065
382,Courtney Lee,0.7,.092
383,Damion Lee,1.7,.058
384,Alex Len,2.5,.122
385,Alex Len,1.8,.113
386,Alex Len,0.7,.150
387,Kawhi Leonard,8.7,.226
388,Meyers Leonard,2.1,.096
389,Caris LeVert,1.5,.055
390,Damian Lillard,11.6,.225
391,Nassir Little,0.6,.047
392,Kevon Looney,0.0,.006
393,Brook Lopez,5.5,.145
394,Player,WS,WS/48
395,Robin Lopez,1.5,.077
396,Kevin Love,3.8,.101
397,Kyle Lowry,7.5,.171
398,Timothé Luwawu-Cabarrot,1.7,.095
399,Trey Lyles,2.2,.083
400,Daryl Macon,0.0,-0.161
401,J.P. Macura,0.0,-0.022
402,Josh Magette,-0.1,-0.127
403,Ian Mahinmi,1.4,.083
404,Thon Maker,1.5,.096
405,Terance Mann,0.8,.106
406,Boban Marjanović,1.8,.200
407,Lauri Markkanen,2.6,.084
408,Caleb Martin,0.5,.081
409,Cody Martin,1.0,.052
410,Jeremiah Martin,0.4,.176
411,Kelan Martin,0.2,.023
412,Frank Mason III,0.4,.143
413,Garrison Mathews,0.6,.131
414,Wesley Matthews,3.2,.093
415,Player,WS,WS/48
416,Luc Mbah a Moute,0.0,-0.008
417,Patrick McCaw,1.4,.075
418,CJ McCollum,4.1,.077
419,T.J. McConnell,3.3,.121
420,Jalen McDaniels,0.5,.078
421,Doug McDermott,3.3,.117
422,JaVale McGee,4.7,.198
423,Rodney McGruder,1.0,.055
424,Alfonzo McKinnie,0.2,.014
425,Jordan McLaughlin,1.6,.130
426,Ben McLemore,3.3,.099
427,Jordan McRae,0.7,.044
428,Jordan McRae,0.7,.051
429,Jordan McRae,0.1,.201
430,Jordan McRae,-0.1,-0.053
431,Nicolò Melli,1.8,.082
432,De'Anthony Melton,1.7,.072
433,Chimezie Metu,0.3,.130
434,Khris Middleton,7.9,.205
435,Eric Mika,0.1,.218
436,C.J. Miles,0.1,.035
437,Malcolm Miller,0.3,.082
438,Patty Mills,2.8,.091
439,Player,WS,WS/48
440,Paul Millsap,3.5,.136
441,Shake Milton,2.1,.126
442,Donovan Mitchell,5.4,.110
443,Naz Mitrou-Long,0.0,-0.022
444,Adam Mokoka,0.2,.073
445,Malik Monk,0.7,.028
446,Matt Mooney,0.0,.007
447,E'Twaun Moore,0.9,.043
448,Ja Morant,3.8,.088
449,Juwan Morgan,0.3,.106
450,Marcus Morris,3.6,.088
451,Marcus Morris,2.9,.101
452,Marcus Morris,0.6,.055
453,Markieff Morris,1.4,.058
454,Markieff Morris,1.0,.049
455,Markieff Morris,0.4,.106
456,Monte Morris,3.8,.112
457,Johnathan Motley,0.3,.299
458,Emmanuel Mudiay,1.0,.057
459,Mychal Mulder,0.1,.017
460,Dejounte Murray,2.6,.074
461,Jamal Murray,4.3,.107
462,Džanan Musa,0.2,.016
463,Mike Muscala,1.3,.107
464,Player,WS,WS/48
465,Svi Mykhailiuk,1.6,.060
466,Abdel Nader,1.3,.074
467,Larry Nance Jr.,3.9,.128
468,Shabazz Napier,1.7,.059
469,Shabazz Napier,1.3,.071
470,Shabazz Napier,0.4,.039
471,Raul Neto,1.2,.083
472,Malik Newman,0.0,-0.502
473,Georges Niang,1.8,.092
474,Joakim Noah,0.1,.096
475,Nerlens Noel,4.9,.209
476,Zach Norvell,-0.1,-0.084
477,Zach Norvell,0.0,-0.152
478,Zach Norvell,-0.1,-0.075
479,Jaylen Nowell,0.2,.051
480,Frank Ntilikina,0.9,.037
481,Kendrick Nunn,2.0,.049
482,Jusuf Nurkić,0.9,.164
483,David Nwaba,0.8,.138
484,Royce O'Neale,4.3,.101
485,Kyle O'Quinn,1.1,.165
486,Semi Ojeleye,1.9,.088
487,Jahlil Okafor,1.3,.133
488,Elie Okobo,1.0,.067
489,Player,WS,WS/48
490,Josh Okogie,2.2,.068
491,KZ Okpala,0.1,.118
492,Victor Oladipo,0.0,.002
493,Kelly Olynyk,3.7,.135
494,Miye Oni,0.1,.063
495,Cedi Osman,1.6,.040
496,Kelly Oubre Jr.,3.8,.093
497,Tariq Owens,0.0,.021
498,Jeremy Pargo,0.0,.011
499,Jabari Parker,1.6,.083
500,Jabari Parker,1.2,.068
501,Jabari Parker,0.4,.234
502,Chandler Parsons,-0.1,-0.065
503,Eric Paschall,2.1,.062
504,Anžejs Pasečņiks,0.5,.054
505,Patrick Patterson,1.9,.118
506,Justin Patton,0.0,-0.063
507,Chris Paul,8.9,.193
508,Cameron Payne,0.5,.120
509,Elfrid Payton,1.7,.065
510,Gary Payton II,0.5,.051
511,Norvel Pelle,0.3,.069
512,Player,WS,WS/48
513,Theo Pinson,-0.6,-0.078
514,Mason Plumlee,3.4,.153
515,Jakob Poeltl,4.0,.163
516,Vincent Poirier,0.3,.113
517,Shamorie Ponds,0.1,.450
518,Jordan Poole,-1.2,-0.047
519,Kevin Porter Jr.,0.3,.012
520,Michael Porter Jr.,2.9,.154
521,Otto Porter Jr.,0.8,.112
522,Bobby Portis,1.9,.064
523,Kristaps Porziņģis,5.2,.138
524,Dwight Powell,3.6,.162
525,Norman Powell,4.6,.150
526,Taurean Prince,0.6,.014
527,Chasson Randle,0.0,.045
528,Julius Randle,2.7,.062
529,Josh Reaves,0.0,.031
530,Cam Reddish,-0.4,-0.011
531,JJ Redick,4.1,.125
532,Naz Reid,0.8,.074
533,Player,WS,WS/48
534,Josh Richardson,2.1,.061
535,Austin Rivers,2.4,.072
536,Andre Roberson,0.0,-0.017
537,Duncan Robinson,5.3,.118
538,Glenn Robinson III,2.9,.078
539,Glenn Robinson III,2.1,.067
540,Glenn Robinson III,0.8,.137
541,Jerome Robinson,0.2,.009
542,Jerome Robinson,0.0,-0.004
543,Jerome Robinson,0.2,.022
544,Justin Robinson,0.0,.007
545,Mitchell Robinson,6.8,.230
546,Isaiah Roby,0.0,-0.188
547,Rajon Rondo,1.4,.068
548,Derrick Rose,2.5,.092
549,Terrence Ross,3.0,.077
550,Terry Rozier,3.0,.066
551,Ricky Rubio,4.9,.117
552,D'Angelo Russell,1.8,.060
553,D'Angelo Russell,1.3,.058
554,D'Angelo Russell,0.5,.064
555,Domantas Sabonis,7.5,.168
556,Luka Šamanić,0.0,.011
557,JaKarr Sampson,1.2,.124
558,Dario Šarić,3.6,.105
559,Tomáš Satoranský,3.5,.090
560,Player,WS,WS/48
561,Admiral Schofield,0.1,.017
562,Dennis Schröder,3.6,.087
563,Mike Scott,2.5,.100
564,Thabo Sefolosha,0.7,.072
565,Collin Sexton,2.5,.057
566,Landry Shamet,2.6,.086
567,Marial Shayok,-0.1,-0.130
568,Iman Shumpert,0.0,-0.005
569,Pascal Siakam,5.4,.123
570,Chris Silva,1.3,.178
571,Ben Simmons,6.9,.165
572,Anfernee Simons,0.2,.005
573,Alen Smailagić,0.2,.081
574,Marcus Smart,4.5,.112
575,Dennis Smith Jr.,-0.9,-0.079
576,Ish Smith,1.9,.051
577,J.R. Smith,-0.1,-0.077
578,Zhaire Smith,-0.1,-0.120
579,Tony Snell,2.6,.076
580,Omari Spellman,1.2,.066
581,Player,WS,WS/48
582,Max Strus,0.0,.316
583,Edmond Sumner,0.4,.047
584,Caleb Swanigan,0.0,.004
585,Caleb Swanigan,-0.1,-0.177
586,Caleb Swanigan,0.1,.020
587,Jayson Tatum,6.9,.146
588,Jeff Teague,2.5,.082
589,Jeff Teague,2.1,.108
590,Jeff Teague,0.4,.035
591,Garrett Temple,2.4,.066
592,Daniel Theis,6.5,.201
593,Isaiah Thomas,0.0,.002
594,Khyri Thomas,0.0,-0.038
595,Lance Thomas,0.0,-0.015
596,Matt Thomas,1.2,.133
597,Tristan Thompson,3.1,.085
598,Sindarius Thornwell,0.1,.101
599,Matisse Thybulle,2.3,.086
600,Anthony Tolliver,0.5,.026
601,Anthony Tolliver,0.4,.031
602,Anthony Tolliver,-0.2,-0.100
603,Anthony Tolliver,0.3,.061
604,Juan Toscano-Anderson,0.2,.030
605,Karl-Anthony Towns,5.1,.204
606,Gary Trent Jr.,2.5,.089
607,Allonzo Trier,0.5,.087
608,P.J. Tucker,4.0,.078
609,Player,WS,WS/48
610,Rayjon Tucker,0.2,.063
611,Evan Turner,-0.3,-0.064
612,Myles Turner,4.2,.111
613,Jarrod Uthoff,0.0,.018
614,Jarrod Uthoff,0.0,-0.166
615,Jarrod Uthoff,0.1,.083
616,Jonas Valančiūnas,7.0,.182
617,Denzel Valentine,0.5,.048
618,Jarred Vanderbilt,0.0,-0.026
619,Jarred Vanderbilt,0.0,-0.042
620,Jarred Vanderbilt,0.0,.104
621,Fred VanVleet,5.8,.145
622,Gabe Vincent,-0.2,-0.117
623,Noah Vonleh,1.0,.127
624,Noah Vonleh,0.9,.124
625,Noah Vonleh,0.1,.166
626,Nikola Vučević,6.4,.153
627,Dean Wade,0.2,.105
628,Moritz Wagner,1.7,.099
629,Dion Waiters,0.1,.030
630,Dion Waiters,0.0,-0.003
631,Dion Waiters,0.1,.038
632,Kemba Walker,5.9,.162
633,Lonnie Walker IV,0.3,.016
634,Tyrone Wallace,-0.2,-0.075
635,Derrick Walton,0.6,.111
636,Derrick Walton,0.5,.112
637,Derrick Walton,0.1,.105
638,Brad Wanamaker,3.5,.124
639,T.J. Warren,6.5,.143
640,Player,WS,WS/48
641,P.J. Washington,2.0,.054
642,Yuta Watanabe,0.1,.065
643,Tremont Waters,-0.3,-0.103
644,Paul Watson,0.2,.097
645,Paul Watson,-0.1,-0.320
646,Paul Watson,0.3,.198
647,Quinndary Weatherspoon,-0.1,-0.071
648,Russell Westbrook,4.2,.098
649,Coby White,0.9,.026
650,Derrick White,4.2,.119
651,Hassan Whiteside,8.5,.204
652,Andrew Wiggins,1.9,.050
653,Andrew Wiggins,1.4,.046
654,Andrew Wiggins,0.5,.064
655,Grant Williams,1.6,.071
656,Johnathan Williams,0.4,.109
657,Kenrich Williams,0.9,.050
658,Lou Williams,4.1,.105
659,Marvin Williams,2.4,.102
660,Marvin Williams,1.5,.087
661,Marvin Williams,0.9,.139
662,Robert Williams,2.0,.253
663,Nigel Williams-Goss,0.0,.017
664,Zion Williamson,2.0,.141
665,D.J. Wilson,0.3,.046
666,Justise Winslow,0.0,-0.004
667,Player,WS,WS/48
668,Christian Wood,5.1,.183
669,Delon Wright,4.4,.134
670,Justin Wright-Foreman,0.0,-0.008
671,Thaddeus Young,1.9,.058
672,Trae Young,5.9,.133
673,Cody Zeller,3.6,.129
674,Tyler Zeller,0.0,-0.075
675,Ante Žižić,0.5,.106
676,Ivica Zubac,6.6,.241
