,Player,WS,WS/48
118,Vernon Carey Jr.,0.0,.099
119,Vernon Carey Jr.,0.0,.049
120,Jevon Carter,1.2,.062
121,Jevon Carter,-0.1,-0.005
122,Jevon Carter,1.2,.167
123,Wendell Carter Jr.,5.0,.129
124,Alex Caruso,2.0,.082
125,Willie Cauley-Stein,0.2,.066
126,Willie Cauley-Stein,0.2,.063
127,Willie Cauley-Stein,0.0,.136
128,Ahmad Caver,0.0,1.204
129,Justin Champagnie,0.8,.138
130,Player,WS,WS/48
131,Zylan Cheatham,-0.1,-0.610
132,Chris Chiozza,0.0,-0.004
133,Marquese Chriss,0.8,.108
134,Josh Christopher,0.3,.010
135,Gary Clark,0.7,.092
136,Brandon Clarke,6.3,.241
137,Jordan Clarkson,3.5,.079
138,Nic Claxton,3.5,.171
139,Amir Coffey,3.8,.116
140,John Collins,5.1,.146
141,Zach Collins,1.2,.118
142,Darren Collison,-0.1,-0.070
143,Mike Conley,6.7,.157
144,Pat Connaughton,4.4,.125
145,Tyler Cook,0.5,.127
146,Sharife Cooper,-0.2,-0.297
147,Petr Cornelie,0.0,-0.015
148,DeMarcus Cousins,1.6,.104
149,DeMarcus Cousins,1.0,.162
150,DeMarcus Cousins,0.6,.065
151,Robert Covington,3.2,.080
152,Robert Covington,1.1,.037
153,Robert Covington,2.1,.200
154,Torrey Craig,2.3,.070
155,Torrey Craig,1.2,.056
156,Torrey Craig,1.1,.096
157,Player,WS,WS/48
158,Jae Crowder,4.3,.110
159,Jarrett Culver,0.1,.012
160,Jarron Cumberland,0.0,.079
161,Cade Cunningham,-0.5,-0.011
162,Seth Curry,4.2,.095
163,Seth Curry,2.9,.088
164,Seth Curry,1.3,.112
165,Stephen Curry,8.0,.173
166,Anthony Davis,4.5,.155
167,Ed Davis,0.5,.126
168,Terence Davis,0.5,.044
169,Gabriel Deck,0.1,.080
170,Dewayne Dedmon,3.5,.157
171,Sam Dekker,0.0,.003
172,Javin DeLaurier,0.0,.260
173,DeMar DeRozan,8.8,.154
174,Mamadi Diakite,0.3,.080
175,Cheick Diallo,0.1,.108
176,Hamidou Diallo,2.1,.079
177,Gorgui Dieng,1.2,.155
178,Spencer Dinwiddie,4.1,.098
179,Spencer Dinwiddie,1.6,.058
180,Spencer Dinwiddie,2.5,.182
181,Donte DiVincenzo,0.7,.035
182,Donte DiVincenzo,-0.1,-0.009
183,Donte DiVincenzo,0.8,.058
184,Player,WS,WS/48
185,Luka Dončić,7.6,.159
186,Luguentz Dort,1.4,.040
187,Ayo Dosunmu,3.0,.069
188,Damyean Dotson,0.0,.045
189,Devon Dotson,0.1,.048
190,Sekou Doumbouya,0.1,.300
191,Jeff Dowtin,0.0,-0.010
192,Jeff Dowtin,0.1,.089
193,Jeff Dowtin,0.0,-0.344
194,Jeff Dowtin,-0.1,-0.033
195,PJ Dozier,0.3,.038
196,Goran Dragić,0.4,.035
197,Goran Dragić,0.3,.162
198,Goran Dragić,0.1,.006
199,Andre Drummond,5.1,.170
200,Andre Drummond,2.9,.153
201,Andre Drummond,2.2,.199
202,Chris Duarte,0.9,.029
203,David Duke Jr.,0.3,.048
204,Kris Dunn,0.2,.024
205,Kevin Durant,8.4,.198
206,Jaime Echenique,0.0,-0.012
207,Anthony Edwards,4.3,.084
208,Carsen Edwards,-0.1,-0.075
209,Kessler Edwards,0.6,.031
210,Rob Edwards,0.0,-0.181
211,CJ Elleby,0.4,.016
212,Player,WS,WS/48
213,Wayne Ellington,1.0,.062
214,Joel Embiid,12.0,.252
215,James Ennis III,0.1,.114
216,James Ennis III,0.0,.034
217,James Ennis III,0.2,.277
218,James Ennis III,0.0,-0.134
219,Drew Eubanks,3.4,.130
220,Drew Eubanks,1.4,.114
221,Drew Eubanks,2.0,.144
222,Tacko Fall,0.1,.043
223,Derrick Favors,1.4,.105
224,Bruno Fernando,0.4,.139
225,Bruno Fernando,0.1,.102
226,Bruno Fernando,0.3,.164
227,Dorian Finney-Smith,6.6,.121
228,Malik Fitts,0.1,.097
229,Malik Fitts,-0.1,-0.104
230,Malik Fitts,0.2,.348
231,Malachi Flynn,1.0,.092
232,Bryn Forbes,1.4,.054
233,Bryn Forbes,0.7,.053
234,Bryn Forbes,0.7,.054
235,Aleem Ford,-0.2,-0.103
236,Trent Forrest,1.3,.084
237,Evan Fournier,3.7,.075
238,De'Aaron Fox,2.5,.058
239,Melvin Frazier,-0.4,-0.160
240,Tim Frazier,-0.2,-0.046
241,Tim Frazier,-0.2,-0.037
242,Tim Frazier,0.0,-0.283
243,Enes Freedom,1.4,.160
244,Markelle Fultz,0.4,.053
245,Wenyen Gabriel,0.7,.089
246,Wenyen Gabriel,0.0,.167
247,Wenyen Gabriel,0.0,.041
248,Wenyen Gabriel,0.6,.096
249,Player,WS,WS/48
250,Daniel Gafford,6.0,.198
251,Danilo Gallinari,3.6,.105
252,Langston Galloway,-0.2,-0.100
253,Langston Galloway,-0.1,-0.072
254,Langston Galloway,-0.1,-0.133
255,Darius Garland,6.3,.125
256,Marcus Garrett,0.1,.032
257,Usman Garuba,0.5,.105
258,Luka Garza,0.8,.093
259,Rudy Gay,2.1,.097
260,Paul George,1.3,.057
261,Taj Gibson,2.7,.135
262,Josh Giddey,0.4,.010
263,Shai Gilgeous-Alexander,4.6,.113
264,Anthony Gill,1.4,.140
265,Freddie Gillespie,0.1,.049
266,Rudy Gobert,11.7,.264
267,Brandon Goodwin,0.7,.069
268,Jordan Goodwin,-0.1,-0.533
269,Aaron Gordon,5.2,.105
270,Eric Gordon,1.4,.040
271,Devonte' Graham,2.8,.062
272,Player,WS,WS/48
273,Jerami Grant,2.3,.075
274,Hassani Gravett,0.3,.071
275,Danny Green,1.9,.067
276,Draymond Green,3.6,.131
277,Jalen Green,0.7,.015
278,JaMychal Green,2.7,.118
279,Javonte Green,4.4,.139
280,Jeff Green,3.9,.101
281,Josh Green,2.4,.111
282,Blake Griffin,2.1,.106
283,Quentin Grimes,1.4,.087
284,Kyle Guy,0.1,.035
285,Rui Hachimura,1.4,.073
286,Tyrese Haliburton,7.0,.125
287,Tyrese Haliburton,4.0,.109
288,Tyrese Haliburton,3.0,.156
289,Tyler Hall,0.0,.007
290,R.J. Hampton,-0.2,-0.005
291,Tim Hardaway Jr.,2.0,.077
292,James Harden,7.6,.152
293,James Harden,4.4,.130
294,James Harden,3.3,.197
295,Maurice Harkless,0.5,.026
296,Jared Harper,0.4,.422
297,Player,WS,WS/48
298,Montrezl Harrell,7.3,.213
299,Montrezl Harrell,5.1,.217
300,Montrezl Harrell,2.2,.203
301,Gary Harris,2.2,.060
302,Joe Harris,0.5,.060
303,Tobias Harris,5.6,.105
304,Shaquille Harrison,0.0,-0.067
305,Josh Hart,4.4,.117
306,Josh Hart,3.4,.119
307,Josh Hart,1.0,.112
308,Isaiah Hartenstein,5.5,.215
309,Udonis Haslem,0.1,.033
310,Sam Hauser,0.6,.171
311,Jaxson Hayes,5.1,.174
312,Killian Hayes,0.5,.014
313,Gordon Hayward,2.8,.087
314,Aaron Henry,-0.1,-0.306
315,Juancho Hernangómez,0.9,.095
316,Juancho Hernangómez,-0.1,-0.050
317,Juancho Hernangómez,0.1,.055
318,Juancho Hernangómez,0.9,.149
319,Willy Hernangómez,3.2,.180
320,Tyler Herro,3.8,.084
321,Buddy Hield,1.9,.036
322,Buddy Hield,0.7,.023
323,Buddy Hield,1.1,.059
324,Haywood Highsmith,0.1,.041
325,George Hill,2.3,.087
326,Malcolm Hill,0.6,.126
327,Malcolm Hill,0.2,.252
328,Malcolm Hill,0.3,.091
329,Player,WS,WS/48
330,Solomon Hill,0.0,-0.006
331,Nate Hinton,-0.1,-1.231
332,Jaylen Hoard,0.6,.118
333,Aaron Holiday,1.5,.068
334,Aaron Holiday,0.5,.038
335,Aaron Holiday,0.9,.125
336,Jrue Holiday,6.9,.150
337,Justin Holiday,1.4,.033
338,Justin Holiday,1.4,.047
339,Justin Holiday,0.0,.004
340,Richaun Holmes,3.2,.145
341,Rodney Hood,0.7,.048
342,Rodney Hood,0.5,.042
343,Rodney Hood,0.2,.075
344,Scotty Hopson,0.0,-0.132
345,Al Horford,7.6,.181
346,Talen Horton-Tucker,1.1,.033
347,Danuel House Jr.,1.0,.068
348,Danuel House Jr.,-0.2,-0.049
349,Danuel House Jr.,0.0,-0.342
350,Danuel House Jr.,1.3,.125
351,Dwight Howard,3.5,.174
352,Markus Howard,0.3,.082
353,Kevin Huerter,2.8,.062
354,Jay Huff,0.0,-0.117
355,Elijah Hughes,-0.4,-0.043
356,Elijah Hughes,0.1,.063
357,Elijah Hughes,-0.5,-0.079
358,Feron Hunt,0.0,-0.234
359,De'Andre Hunter,1.1,.034
360,Chandler Hutchison,0.0,-0.086
361,Player,WS,WS/48
362,Bones Hyland,2.4,.088
363,Serge Ibaka,2.0,.108
364,Serge Ibaka,1.1,.096
365,Serge Ibaka,0.9,.128
366,Andre Iguodala,1.6,.125
367,Joe Ingles,2.2,.094
368,Brandon Ingram,3.9,.099
369,Kyrie Irving,3.3,.147
370,Wes Iwundu,0.1,.046
371,Frank Jackson,0.7,.031
372,Isaiah Jackson,1.4,.126
373,Jaren Jackson Jr.,5.4,.121
374,Josh Jackson,0.0,.001
375,Josh Jackson,0.2,.013
376,Josh Jackson,-0.2,-0.067
377,Justin Jackson,0.0,.033
378,Justin Jackson,0.0,.251
379,Justin Jackson,0.0,.019
380,Reggie Jackson,0.4,.008
381,LeBron James,7.5,.172
382,DeJon Jarreau,0.0,-0.022
383,DaQuan Jeffries,0.0,.099
384,Ty Jerome,0.5,.032
385,Isaiah Joe,0.4,.035
386,Alize Johnson,0.1,.041
387,Alize Johnson,0.2,.063
388,Alize Johnson,-0.1,-0.183
389,Alize Johnson,0.1,.088
390,B.J. Johnson,0.1,.065
391,Player,WS,WS/48
392,Cameron Johnson,5.6,.156
393,David Johnson,0.0,-0.495
394,Jalen Johnson,0.0,.013
395,James Johnson,1.7,.068
396,Joe Johnson,0.0,.335
397,Keldon Johnson,4.9,.098
398,Keon Johnson,-0.5,-0.031
399,Keon Johnson,0.1,.018
400,Keon Johnson,-0.5,-0.043
401,Stanley Johnson,1.8,.079
402,Tyler Johnson,0.1,.033
403,Tyler Johnson,0.1,.072
404,Tyler Johnson,0.0,.006
405,Nikola Jokić,15.2,.296
406,Carlik Jones,-0.1,-0.285
407,Carlik Jones,-0.1,-0.338
408,Carlik Jones,0.0,-0.030
409,Damian Jones,3.3,.156
410,Derrick Jones Jr.,2.2,.119
411,Herbert Jones,4.6,.096
412,Jemerrio Jones,0.1,.170
413,Kai Jones,0.0,.009
414,Mason Jones,0.2,.201
415,Tre Jones,2.9,.121
416,Tyus Jones,5.1,.158
417,DeAndre Jordan,1.9,.145
418,DeAndre Jordan,1.3,.153
419,DeAndre Jordan,0.6,.131
420,Player,WS,WS/48
421,Cory Joseph,2.5,.075
422,Georgios Kalaitzakis,-0.1,-0.024
423,Georgios Kalaitzakis,0.0,-0.010
424,Georgios Kalaitzakis,-0.1,-0.028
425,Frank Kaminsky,0.9,.228
426,Luke Kennard,4.5,.113
427,Braxton Key,0.2,.052
428,Braxton Key,0.0,-0.169
429,Braxton Key,0.2,.059
430,George King,-0.1,-0.296
431,Louis King,0.0,.000
432,Corey Kispert,2.3,.061
433,Maxi Kleber,3.0,.098
434,Brandon Knight,0.1,.091
435,Nathan Knight,1.0,.171
436,Kevin Knox,0.2,.047
437,Kevin Knox,0.1,.062
438,Kevin Knox,0.1,.031
439,John Konchar,4.2,.155
440,Furkan Korkmaz,1.2,.041
441,Luke Kornet,0.4,.194
442,Luke Kornet,0.0,.008
443,Luke Kornet,0.0,-0.154
444,Luke Kornet,0.4,.239
445,Vit Krejci,0.6,.042
446,Arnoldas Kulboka,0.0,-0.217
447,Jonathan Kuminga,3.0,.123
448,Kyle Kuzma,2.0,.044
449,Anthony Lamb,0.0,-0.138
450,Player,WS,WS/48
451,Jeremy Lamb,1.2,.063
452,Jeremy Lamb,0.9,.070
453,Jeremy Lamb,0.3,.051
454,Jock Landale,1.5,.121
455,Romeo Langford,1.3,.082
456,Romeo Langford,1.3,.084
457,Romeo Langford,0.0,.053
458,Zach LaVine,5.8,.120
459,Jake Layman,0.1,.024
460,Damion Lee,2.7,.102
461,Saben Lee,0.9,.073
462,Alex Len,0.9,.070
463,Caris LeVert,2.2,.059
464,Caris LeVert,1.5,.060
465,Caris LeVert,0.7,.057
466,Kira Lewis Jr.,-0.1,-0.017
467,Scottie Lewis,0.0,.164
468,Damian Lillard,1.7,.079
469,Nassir Little,1.7,.076
470,Isaiah Livers,0.7,.085
471,Kevon Looney,6.8,.187
472,Brook Lopez,0.7,.108
473,Robin Lopez,0.8,.064
474,Didi Louzada,0.0,-0.005
475,Didi Louzada,0.0,-0.238
476,Didi Louzada,0.0,.008
477,Kevin Love,5.7,.164
478,Kyle Lowry,6.4,.143
479,Player,WS,WS/48
480,Gabriel Lundberg,0.0,-0.005
481,Timothé Luwawu-Cabarrot,0.9,.061
482,Trey Lyles,3.5,.111
483,Trey Lyles,2.2,.106
484,Trey Lyles,1.4,.120
485,Théo Maledon,0.3,.015
486,Sandro Mamukelashvili,1.1,.135
487,Terance Mann,5.5,.113
488,Tre Mann,0.1,.002
489,Boban Marjanović,0.1,.045
490,Lauri Markkanen,5.0,.127
491,Naji Marshall,0.8,.050
492,Caleb Martin,4.0,.139
493,Cody Martin,3.9,.101
494,Kelan Martin,0.0,.005
495,Kelan Martin,0.1,.010
496,Kelan Martin,0.0,-0.382
497,KJ Martin,2.9,.084
498,Garrison Mathews,2.8,.078
499,Dakota Mathias,0.0,.114
500,Wesley Matthews,1.2,.056
501,Tyrese Maxey,7.3,.132
502,Skylar Mays,0.3,.061
503,Miles McBride,0.2,.032
504,Player,WS,WS/48
505,Mac McClung,0.0,-0.045
506,Mac McClung,0.0,-0.251
507,Mac McClung,0.0,-0.015
508,CJ McCollum,3.6,.081
509,CJ McCollum,1.0,.040
510,CJ McCollum,2.6,.140
511,T.J. McConnell,1.3,.098
512,Jaden McDaniels,2.4,.065
513,Jalen McDaniels,1.7,.093
514,Doug McDermott,1.6,.062
515,JaVale McGee,4.9,.201
516,Cameron McGriff,0.1,.097
517,Rodney McGruder,1.2,.075
518,Alfonzo McKinnie,-0.1,-0.015
519,JaQuori McLaughlin,0.0,-0.101
520,Jordan McLaughlin,2.3,.123
521,Ben McLemore,0.8,.031
522,De'Anthony Melton,3.7,.107
523,Sam Merrill,0.0,.029
524,Chimezie Metu,1.5,.056
525,Khris Middleton,5.3,.119
526,C.J. Miles,0.0,.030
527,Patty Mills,2.8,.058
528,Paul Millsap,0.5,.061
529,Paul Millsap,0.4,.069
530,Paul Millsap,0.1,.041
531,Player,WS,WS/48
532,Shake Milton,1.7,.069
533,Davion Mitchell,0.1,.003
534,Donovan Mitchell,7.2,.152
535,Evan Mobley,5.2,.107
536,Malik Monk,3.6,.081
537,Greg Monroe,0.7,.169
538,Greg Monroe,0.3,.149
539,Greg Monroe,0.1,.135
540,Greg Monroe,0.2,.119
541,Greg Monroe,0.2,.390
542,Moses Moody,1.3,.101
543,Xavier Moon,0.3,.121
544,Matt Mooney,0.0,-0.915
545,Ja Morant,6.7,.171
546,Juwan Morgan,0.1,.124
547,Juwan Morgan,0.1,.139
548,Juwan Morgan,0.0,.024
549,Jaylen Morris,-0.1,-0.376
550,Marcus Morris,2.4,.074
551,Markieff Morris,0.3,.054
552,Monte Morris,5.4,.116
553,Emmanuel Mudiay,0.0,.023
554,Mychal Mulder,-0.2,-0.050
555,Mychal Mulder,-0.4,-0.091
556,Mychal Mulder,0.1,.132
557,Ade Murkey,0.0,-0.017
558,Trey Murphy III,1.9,.104
559,Dejounte Murray,7.3,.149
560,Player,WS,WS/48
561,Mike Muscala,2.1,.170
562,Svi Mykhailiuk,0.8,.052
563,Abdel Nader,0.0,-0.009
564,Larry Nance Jr.,2.3,.104
565,Larry Nance Jr.,1.9,.104
566,Larry Nance Jr.,0.4,.104
567,RJ Nembhard Jr.,0.0,.010
568,Aaron Nesmith,0.4,.038
569,Raul Neto,1.5,.053
570,Malik Newman,0.0,.179
571,Georges Niang,2.8,.077
572,Daishen Nix,-0.2,-0.033
573,Zeke Nnaji,1.8,.123
574,Nerlens Noel,1.5,.128
575,Jaylen Nowell,2.8,.138
576,Frank Ntilikina,0.9,.065
577,Jusuf Nurkić,3.6,.110
578,David Nwaba,1.3,.105
579,Jordan Nwora,0.6,.025
580,Royce O'Neale,5.5,.109
581,Semi Ojeleye,0.2,.029
582,Semi Ojeleye,0.1,.011
583,Semi Ojeleye,0.2,.086
584,Chuma Okeke,2.2,.060
585,Player,WS,WS/48
586,Josh Okogie,0.7,.062
587,Onyeka Okongwu,4.2,.202
588,Isaac Okoro,4.2,.103
589,KZ Okpala,0.5,.097
590,Victor Oladipo,0.4,.124
591,Cameron Oliver,0.2,.219
592,Kelly Olynyk,1.6,.104
593,Eugene Omoruyi,0.1,.201
594,Miye Oni,0.0,-0.032
595,Cedi Osman,2.9,.094
596,Daniel Oturu,0.1,.121
597,Kelly Oubre Jr.,3.3,.079
598,Jaysean Paige,-0.1,-0.574
599,Trayvon Palmer,0.0,-0.133
600,Kevin Pangos,0.1,.016
601,Jabari Parker,0.3,.141
602,Eric Paschall,2.0,.127
603,Chris Paul,9.4,.210
604,Cameron Payne,1.9,.073
605,Elfrid Payton,-0.2,-0.014
606,Player,WS,WS/48
607,Gary Payton II,5.2,.199
608,Norvel Pelle,0.0,.038
609,Reggie Perry,0.2,.058
610,Reggie Perry,0.2,.057
611,Reggie Perry,0.0,.077
612,Jamorko Pickett,0.1,.015
613,Theo Pinson,0.4,.122
614,Mason Plumlee,4.7,.127
615,Jakob Poeltl,6.9,.168
616,Aleksej Pokusevski,0.4,.014
617,Yves Pons,0.0,.030
618,Jordan Poole,6.0,.126
619,Kevin Porter Jr.,0.8,.021
620,Michael Porter Jr.,-0.2,-0.032
621,Otto Porter Jr.,4.9,.168
622,Bobby Portis,5.5,.131
623,Kristaps Porziņģis,5.6,.180
624,Kristaps Porziņģis,3.4,.161
625,Kristaps Porziņģis,2.2,.220
626,Micah Potter,0.0,.073
627,Dwight Powell,8.2,.219
628,Myles Powell,-0.1,-0.109
629,Norman Powell,2.8,.093
630,Norman Powell,2.1,.076
631,Norman Powell,0.7,.272
632,Joshua Primo,0.0,.001
633,Player,WS,WS/48
634,Taurean Prince,2.2,.090
635,Payton Pritchard,3.1,.148
636,Trevelin Queen,0.1,.080
637,Neemias Queta,0.1,.051
638,Immanuel Quickley,4.2,.113
639,Jahmi'us Ramsey,-0.1,-0.047
640,Julius Randle,3.1,.059
641,Austin Reaves,2.9,.097
642,Cam Reddish,1.0,.046
643,Cam Reddish,0.6,.034
644,Cam Reddish,0.4,.092
645,Davon Reed,1.6,.117
646,Paul Reed,1.3,.212
647,Naz Reid,3.2,.125
648,Nick Richards,1.0,.125
649,Josh Richardson,3.5,.106
650,Josh Richardson,2.6,.113
651,Josh Richardson,1.0,.091
652,Austin Rivers,1.2,.037
653,Duncan Robinson,3.9,.092
654,Justin Robinson,-0.3,-0.055
655,Justin Robinson,-0.1,-0.030
656,Justin Robinson,-0.1,-0.459
657,Justin Robinson,-0.1,-0.041
658,Mitchell Robinson,8.5,.221
659,Jeremiah Robinson-Earl,1.5,.065
660,Isaiah Roby,2.9,.147
661,Player,WS,WS/48
662,Rajon Rondo,0.7,.048
663,Rajon Rondo,-0.3,-0.053
664,Rajon Rondo,1.0,.119
665,Derrick Rose,1.4,.108
666,Terrence Ross,0.3,.011
667,Terry Rozier,5.9,.115
668,Ricky Rubio,1.3,.064
669,D'Angelo Russell,4.4,.101
670,Matt Ryan,0.0,-0.250
671,Domantas Sabonis,7.1,.159
672,Domantas Sabonis,5.7,.168
673,Domantas Sabonis,1.4,.132
674,Olivier Sarr,1.0,.116
675,Tomáš Satoranský,1.0,.056
676,Tomáš Satoranský,0.0,-0.003
677,Tomáš Satoranský,0.0,.200
678,Tomáš Satoranský,1.0,.120
679,Jordan Schakel,-0.1,-0.204
680,Admiral Schofield,0.3,.027
681,Dennis Schröder,2.9,.076
682,Dennis Schröder,2.8,.092
683,Dennis Schröder,0.2,.020
684,Tre Scott,0.0,.138
685,Jay Scrubb,0.0,.002
686,Wayne Selden,0.0,.016
687,Alperen Sengun,2.1,.068
688,Collin Sexton,-0.1,-0.009
689,Landry Shamet,2.6,.085
690,Day'Ron Sharpe,1.2,.152
691,Player,WS,WS/48
692,Pascal Siakam,8.1,.151
693,Chris Silva,0.3,.137
694,Chris Silva,0.0,.052
695,Chris Silva,0.3,.140
696,Marko Simonovic,0.0,-0.011
697,Anfernee Simons,1.9,.055
698,Zavier Simpson,-0.1,-0.018
699,Jericho Sims,1.5,.128
700,Deividas Sirvydis,-0.1,-0.139
701,Javonte Smart,-0.2,-0.038
702,Javonte Smart,-0.2,-0.071
703,Javonte Smart,0.1,.094
704,Marcus Smart,5.6,.116
705,Dennis Smith Jr.,0.4,.031
706,Ish Smith,0.5,.023
707,Ish Smith,-0.1,-0.011
708,Ish Smith,0.7,.052
709,Jalen Smith,2.8,.145
710,Jalen Smith,1.1,.137
711,Jalen Smith,1.7,.150
712,Xavier Sneed,0.0,-0.056
713,Xavier Sneed,0.0,-0.143
714,Xavier Sneed,0.0,-0.033
715,Tony Snell,0.4,.023
716,Tony Snell,0.1,.005
717,Tony Snell,0.3,.058
718,Jaden Springer,0.0,.138
719,Cassius Stanley,0.1,.021
720,Nik Stauskas,0.1,.078
721,Nik Stauskas,0.1,.142
722,Nik Stauskas,0.0,-0.025
723,Lance Stephenson,0.8,.048
724,Lance Stephenson,0.0,-0.023
725,Lance Stephenson,0.8,.055
726,Lamar Stevens,1.6,.078
727,Isaiah Stewart,3.4,.091
728,Player,WS,WS/48
729,Max Strus,3.6,.110
730,Jalen Suggs,-1.6,-0.060
731,Craig Sword,0.1,.158
732,Keifer Sykes,-0.5,-0.040
733,Jae'Sean Tate,3.0,.071
734,Jayson Tatum,9.6,.169
735,Terry Taylor,2.4,.160
736,Garrett Temple,0.8,.037
737,Emanuel Terry,-0.1,-0.256
738,Tyrell Terry,0.0,.222
739,Jon Teske,0.0,-0.080
740,Daniel Theis,1.9,.093
741,Daniel Theis,0.3,.028
742,Daniel Theis,1.6,.190
743,Brodric Thomas,0.1,.052
744,Cam Thomas,0.8,.033
745,Isaiah Thomas,0.2,.026
746,Isaiah Thomas,-0.2,-0.084
747,Isaiah Thomas,0.0,.006
748,Isaiah Thomas,0.4,.078
749,Matt Thomas,0.6,.058
750,Klay Thompson,1.8,.091
751,Tristan Thompson,1.6,.087
752,Tristan Thompson,0.6,.065
753,Tristan Thompson,0.0,.013
754,Tristan Thompson,1.0,.126
755,JT Thor,0.3,.058
756,Matisse Thybulle,3.7,.107
757,Player,WS,WS/48
758,Killian Tillie,0.6,.058
759,Xavier Tillman Sr.,1.8,.121
760,Isaiah Todd,-0.2,-0.104
761,Obi Toppin,3.9,.153
762,Juan Toscano-Anderson,2.0,.098
763,Karl-Anthony Towns,10.3,.199
764,Gary Trent Jr.,5.6,.110
765,P.J. Tucker,5.0,.121
766,Rayjon Tucker,0.4,.243
767,Rayjon Tucker,0.1,.213
768,Rayjon Tucker,0.2,.264
769,Myles Turner,3.1,.120
770,Jonas Valančiūnas,7.3,.156
771,Denzel Valentine,0.2,.039
772,Denzel Valentine,0.2,.045
