,Player,WS,WS/48
92,Michael Carter-Williams,0.2,.013
93,Omri Casspi,0.5,.038
94,Omri Casspi,0.4,.043
95,Omri Casspi,0.0,.015
96,Omri Casspi,0.1,.032
97,Willie Cauley-Stein,2.9,.100
98,Tyson Chandler,4.1,.151
99,Wilson Chandler,3.5,.077
100,Marquese Chriss,1.8,.050
101,Rakeem Christmas,0.5,.099
102,Player,WS,WS/48
103,Semaj Christon,0.1,.006
104,Ian Clark,2.3,.099
105,Jordan Clarkson,1.2,.024
106,Norris Cole,-0.1,-0.033
107,Darren Collison,3.9,.091
108,Nick Collison,0.4,.145
109,Mike Conley,10.0,.209
110,Pat Connaughton,0.6,.090
111,Quinn Cook,0.2,.047
112,Quinn Cook,-0.1,-0.046
113,Quinn Cook,0.3,.110
114,DeMarcus Cousins,7.6,.149
115,DeMarcus Cousins,6.0,.153
116,DeMarcus Cousins,1.6,.136
117,Robert Covington,3.1,.071
118,Allen Crabbe,4.2,.089
119,Jamal Crawford,1.9,.043
120,Jordan Crawford,0.9,.102
121,Jae Crowder,6.7,.137
122,Dante Cunningham,3.0,.088
123,Seth Curry,4.6,.110
124,Stephen Curry,12.6,.229
125,Troy Daniels,1.3,.051
126,Anthony Davis,11.0,.195
127,Player,WS,WS/48
128,Deyonta Davis,0.5,.097
129,Ed Davis,1.7,.104
130,Dewayne Dedmon,5.2,.189
131,Sam Dekker,3.1,.104
132,Malcolm Delaney,0.1,.005
133,Matthew Dellavedova,1.2,.029
134,Luol Deng,0.9,.029
135,DeMar DeRozan,9.0,.166
136,Cheick Diallo,0.5,.111
137,Boris Diaw,1.1,.041
138,Gorgui Dieng,5.7,.103
139,Spencer Dinwiddie,2.8,.101
140,Toney Douglas,0.5,.059
141,Goran Dragić,7.5,.147
142,Andre Drummond,6.7,.133
143,Jared Dudley,1.8,.064
144,Mike Dunleavy,1.5,.086
145,Mike Dunleavy,0.3,.041
146,Mike Dunleavy,1.2,.120
147,Kris Dunn,0.1,.004
148,Kevin Durant,12.0,.278
149,Jarell Eddie,0.1,.054
150,Player,WS,WS/48
151,Henry Ellenson,-0.2,-0.071
152,Wayne Ellington,3.3,.105
153,Monta Ellis,1.1,.026
154,Joel Embiid,1.9,.117
155,James Ennis III,3.1,.101
156,Tyler Ennis,0.4,.031
157,Tyler Ennis,-0.2,-0.061
158,Tyler Ennis,0.6,.077
159,Tyreke Evans,0.7,.045
160,Tyreke Evans,0.5,.053
161,Tyreke Evans,0.2,.034
162,Dante Exum,1.2,.046
163,Kenneth Faried,4.5,.168
164,Jordan Farmar,0.0,.063
165,Derrick Favors,2.7,.109
166,Kay Felder,0.1,.008
167,Cristiano Felício,3.4,.158
168,Raymond Felton,1.9,.055
169,Yogi Ferrell,1.8,.072
170,Yogi Ferrell,-0.2,-0.050
171,Yogi Ferrell,2.0,.090
172,Dorian Finney-Smith,1.4,.041
173,Bryn Forbes,0.1,.014
174,Evan Fournier,2.8,.059
175,Randy Foye,0.2,.006
176,Tim Frazier,2.4,.075
177,Player,WS,WS/48
178,Enes Freedom,5.8,.183
179,Channing Frye,3.7,.125
180,Danilo Gallinari,6.8,.154
181,Langston Galloway,1.3,.040
182,Langston Galloway,1.2,.052
183,Langston Galloway,0.1,.007
184,Patricio Garino,-0.2,-0.250
185,Marc Gasol,7.7,.145
186,Pau Gasol*,6.4,.190
187,Rudy Gay,1.8,.087
188,Michael Gbinije,-0.1,-0.136
189,Alonzo Gee,-0.1,-0.032
190,Paul George,7.1,.126
191,Marcus Georges-Hunt,0.1,.107
192,Jonathan Gibson,-0.1,-0.030
193,Taj Gibson,4.0,.097
194,Taj Gibson,3.3,.104
195,Taj Gibson,0.8,.076
196,Manu Ginóbili*,3.0,.110
197,Rudy Gobert,14.3,.250
198,Archie Goodwin,0.7,.153
199,Archie Goodwin,0.2,.291
200,Archie Goodwin,0.5,.131
201,Aaron Gordon,3.7,.077
202,Eric Gordon,3.8,.079
203,Marcin Gortat,6.8,.127
204,Player,WS,WS/48
205,Treveon Graham,0.4,.108
206,Jerami Grant,2.9,.091
207,Jerami Grant,-0.1,-0.144
208,Jerami Grant,3.0,.098
209,Jerian Grant,2.5,.119
210,Danny Green,3.4,.090
211,Draymond Green,8.2,.160
212,Gerald Green,0.6,.050
213,JaMychal Green,5.8,.132
214,Jeff Green,0.7,.022
215,Blake Griffin,7.7,.179
216,Justin Hamilton,2.1,.084
217,A.J. Hammons,0.0,-0.001
218,Tim Hardaway Jr.,4.8,.107
219,James Harden,15.0,.245
220,Maurice Harkless,4.2,.091
221,Justin Harper,-0.1,-0.103
222,Montrezl Harrell,4.1,.183
223,Devin Harris,2.2,.096
224,Gary Harris,4.6,.124
225,Joe Harris,0.8,.032
226,Manny Harris,-0.2,-0.364
227,Player,WS,WS/48
228,Tobias Harris,6.8,.128
229,Aaron Harrison,-0.1,-0.146
230,Andrew Harrison,1.6,.051
231,Udonis Haslem,0.2,.074
232,Spencer Hawes,1.7,.102
233,Spencer Hawes,1.1,.086
234,Spencer Hawes,0.6,.160
235,Gordon Hayward,10.4,.199
236,Gerald Henderson,2.0,.059
237,John Henson,2.7,.116
238,Juancho Hernangómez,1.8,.104
239,Willy Hernangómez,3.4,.123
240,Mario Hezonja,-0.7,-0.033
241,Roy Hibbert,1.8,.129
242,Roy Hibbert,1.8,.129
243,Roy Hibbert,0.0,.119
244,Buddy Hield,1.3,.032
245,Buddy Hield,0.5,.020
246,Buddy Hield,0.8,.053
247,Nenê,4.1,.165
248,George Hill,5.9,.182
249,Jordan Hill,0.0,-0.033
250,Solomon Hill,2.7,.055
251,Darrun Hilliard,-0.2,-0.027
252,Jrue Holiday,3.8,.084
253,Justin Holiday,2.5,.073
254,Player,WS,WS/48
255,Rondae Hollis-Jefferson,2.6,.070
256,Richaun Holmes,3.8,.151
257,Rodney Hood,2.6,.078
258,Al Horford,6.3,.138
259,Danuel House Jr.,0.0,.163
260,Dwight Howard,8.3,.181
261,Marcelo Huertas,-0.1,-0.025
262,Josh Huestis,0.2,.265
263,Kris Humphries,1.6,.115
264,R.J. Hunter,0.0,-0.088
265,Serge Ibaka,5.1,.101
266,Serge Ibaka,3.8,.108
267,Serge Ibaka,1.3,.085
268,Andre Iguodala,6.9,.167
269,Ersan İlyasova,4.1,.091
270,Ersan İlyasova,0.0,.012
271,Ersan İlyasova,2.6,.088
272,Ersan İlyasova,1.4,.106
273,Joe Ingles,5.0,.123
274,Brandon Ingram,-0.3,-0.007
275,Kyrie Irving,8.9,.170
276,Jarrett Jack,0.0,.060
277,Demetrius Jackson,0.1,.386
278,Pierre Jackson,0.0,.021
279,Reggie Jackson,1.9,.065
280,Player,WS,WS/48
281,LeBron James,12.9,.221
282,Al Jefferson,2.3,.119
283,Richard Jefferson,2.1,.063
284,John Jenkins,0.0,.167
285,Brandon Jennings,1.7,.046
286,Brandon Jennings,1.5,.052
287,Brandon Jennings,0.2,.025
288,Jonas Jerebko,2.1,.080
289,Amir Johnson,5.0,.149
290,Brice Johnson,0.0,-0.165
291,James Johnson,5.1,.117
292,Joe Johnson,3.8,.099
293,Stanley Johnson,0.4,.012
294,Tyler Johnson,5.8,.128
295,Wesley Johnson,0.9,.051
296,Nikola Jokić,9.7,.228
297,Dahntay Jones,0.0,-0.030
298,Damian Jones,0.0,.018
299,Derrick Jones Jr.,1.1,.098
300,James Jones,0.8,.102
301,Terrence Jones,2.3,.086
302,Terrence Jones,2.3,.088
303,Terrence Jones,0.0,-0.312
304,Tyus Jones,1.5,.096
305,Player,WS,WS/48
306,DeAndre Jordan,11.8,.221
307,Cory Joseph,3.4,.082
308,Frank Kaminsky,2.3,.056
309,Ryan Kelly,0.1,.029
310,Michael Kidd-Gilchrist,5.8,.119
311,Sean Kilpatrick,1.4,.040
312,Brandon Knight,0.3,.015
313,Kyle Korver,3.7,.100
314,Kyle Korver,1.6,.088
315,Kyle Korver,2.0,.114
316,Kosta Koufos,2.6,.089
317,Mindaugas Kuzminskas,1.2,.055
318,Skal Labissière,1.3,.099
319,Jeremy Lamb,2.7,.115
320,Nicolás Laprovíttola,0.2,.044
321,Joffrey Lauvergne,1.5,.075
322,Joffrey Lauvergne,1.4,.091
323,Joffrey Lauvergne,0.1,.025
324,Zach LaVine,3.0,.082
325,Ty Lawson,3.2,.088
326,Jake Layman,-0.3,-0.054
327,Courtney Lee,4.2,.081
328,David Lee,5.7,.186
329,Alex Len,3.0,.091
330,Player,WS,WS/48
331,Kawhi Leonard,13.6,.264
332,Meyers Leonard,1.4,.053
333,Jon Leuer,4.5,.112
334,Caris LeVert,1.8,.070
335,DeAndre Liggins,0.5,.031
336,DeAndre Liggins,0.4,.025
337,DeAndre Liggins,0.1,.194
338,Damian Lillard,10.4,.185
339,Jeremy Lin,2.1,.116
340,Shaun Livingston,2.6,.093
341,Shawn Long,0.9,.195
342,Kevon Looney,1.4,.155
343,Brook Lopez,4.9,.105
344,Robin Lopez,4.3,.090
345,Kevin Love,6.4,.163
346,Kyle Lowry,10.1,.216
347,John Lucas III,0.0,-0.033
348,Timothé Luwawu-Cabarrot,0.8,.034
349,Trey Lyles,0.8,.031
350,Sheldon Mac,0.5,.076
351,Shelvin Mack,1.4,.054
352,Ian Mahinmi,1.4,.123
353,Player,WS,WS/48
354,Thon Maker,1.3,.113
355,Boban Marjanović,1.7,.280
356,Jarell Martin,0.6,.054
357,Wesley Matthews,3.1,.060
358,Luc Mbah a Moute,3.1,.084
359,James Michael McAdoo,1.1,.117
360,Patrick McCaw,1.7,.077
361,CJ McCollum,7.6,.131
362,T.J. McConnell,3.8,.084
363,Chris McCullough,0.1,.072
364,Chris McCullough,0.1,.098
365,Chris McCullough,0.0,-0.162
366,K.J. McDaniels,0.5,.051
367,K.J. McDaniels,0.3,.058
368,K.J. McDaniels,0.3,.046
369,Doug McDermott,2.6,.083
370,Doug McDermott,1.9,.084
371,Doug McDermott,0.7,.080
372,JaVale McGee,3.5,.225
373,Rodney McGruder,2.9,.072
374,Ben McLemore,0.4,.015
375,Jordan McRae,0.2,.020
376,Josh McRoberts,0.3,.036
377,Jodie Meeks,1.1,.073
378,Salah Mejri,3.0,.159
379,Jordan Mickey,0.1,.036
380,Player,WS,WS/48
381,Khris Middleton,1.6,.085
382,C.J. Miles,4.0,.109
383,Mike Miller,0.1,.018
384,Patty Mills,5.1,.139
385,Elijah Millsap,-0.1,-0.233
386,Paul Millsap,6.4,.132
387,Nikola Mirotić,3.8,.107
388,Greg Monroe,5.6,.147
389,E'Twaun Moore,2.7,.070
390,Marcus Morris,3.9,.072
391,Markieff Morris,4.1,.083
392,Anthony Morrow,1.2,.083
393,Anthony Morrow,0.9,.069
394,Anthony Morrow,0.3,.190
395,Donatas Motiejūnas,0.2,.016
396,Timofey Mozgov,1.1,.048
397,Emmanuel Mudiay,0.2,.006
398,Shabazz Muhammad,2.7,.086
399,Dejounte Murray,0.0,.004
400,Jamal Murray,1.3,.037
401,Mike Muscala,3.4,.132
402,Larry Nance Jr.,3.5,.118
403,Player,WS,WS/48
404,Shabazz Napier,0.6,.060
405,Maurice Ndour,0.4,.059
406,Gary Neal,-0.1,-0.189
407,Jameer Nelson,2.8,.066
408,Raul Neto,0.7,.100
409,Georges Niang,-0.3,-0.168
410,Andrew Nicholson,-0.1,-0.019
411,Andrew Nicholson,-0.1,-0.014
412,Andrew Nicholson,-0.1,-0.030
413,Joakim Noah,2.2,.106
414,Nerlens Noel,4.0,.181
415,Nerlens Noel,2.2,.184
416,Nerlens Noel,1.8,.178
417,Lucas Nogueira,3.7,.164
418,Steve Novak,0.0,-0.075
419,Dirk Nowitzki*,2.5,.084
420,Jusuf Nurkić,2.0,.068
421,Jusuf Nurkić,0.6,.034
422,Jusuf Nurkić,1.4,.116
423,David Nwaba,0.8,.091
424,Johnny O'Bryant,0.1,.088
425,Johnny O'Bryant,0.1,.096
426,Johnny O'Bryant,0.1,.078
427,Kyle O'Quinn,3.9,.151
428,Daniel Ochefu,0.0,.005
429,Jahlil Okafor,1.2,.050
430,Victor Oladipo,4.0,.085
431,Kelly Olynyk,4.1,.127
432,Player,WS,WS/48
433,Arinze Onuaku,0.0,-0.005
434,Chinanu Onuaku,0.1,.123
435,Kelly Oubre Jr.,2.0,.061
436,Zaza Pachulia,4.7,.178
437,Georgios Papagiannis,0.4,.057
438,Jabari Parker,4.0,.112
439,Tony Parker*,3.0,.092
440,Chandler Parsons,0.2,.015
441,Lamar Patterson,-0.1,-0.176
442,Patrick Patterson,3.3,.100
443,Chris Paul,10.6,.264
444,Adreian Payne,0.2,.086
445,Cameron Payne,-0.3,-0.035
446,Cameron Payne,-0.1,-0.012
447,Cameron Payne,-0.3,-0.086
448,Elfrid Payton,4.4,.088
449,Gary Payton II,-0.2,-0.074
450,Paul Pierce*,0.1,.015
451,Marshall Plumlee,0.2,.048
452,Mason Plumlee,6.0,.135
453,Mason Plumlee,4.6,.147
454,Mason Plumlee,1.4,.107
455,Miles Plumlee,0.5,.045
456,Miles Plumlee,0.1,.021
457,Miles Plumlee,0.3,.087
458,Jakob Poeltl,1.6,.125
459,Player,WS,WS/48
460,Otto Porter Jr.,9.4,.173
461,Bobby Portis,2.4,.114
462,Kristaps Porziņģis,4.5,.100
463,Dwight Powell,4.6,.165
464,Norman Powell,2.8,.097
465,Alex Poythress,0.3,.099
466,Ronnie Price,0.0,.002
467,Taurean Prince,1.1,.054
468,Tim Quarterman,-0.1,-0.044
469,Chasson Randle,0.7,.106
470,Chasson Randle,0.3,.197
471,Chasson Randle,0.4,.075
472,Julius Randle,3.5,.080
473,Zach Randolph,3.2,.086
474,JJ Redick,4.8,.105
475,Willie Reed,3.6,.168
476,Josh Richardson,2.2,.066
477,Malachi Richardson,0.1,.028
478,Austin Rivers,2.5,.059
479,Andre Roberson,4.2,.085
480,Brian Roberts,0.2,.028
481,Glenn Robinson III,2.5,.085
482,Player,WS,WS/48
483,Thomas Robinson,0.9,.079
484,Sergio Rodríguez,0.7,.023
485,Rajon Rondo,2.3,.060
486,Derrick Rose,3.0,.068
487,Terrence Ross,3.5,.086
488,Terrence Ross,2.9,.116
489,Terrence Ross,0.6,.037
490,Terry Rozier,1.4,.054
491,Ricky Rubio,6.1,.119
492,Damjan Rudež,0.1,.008
493,Brandon Rush,0.4,.019
494,D'Angelo Russell,1.3,.033
495,Domantas Sabonis,0.8,.022
496,Larry Sanders,0.0,-0.029
497,Dario Šarić,1.0,.023
498,Tomáš Satoranský,0.6,.040
499,Dennis Schröder,3.7,.071
500,Luis Scola,0.8,.082
501,Mike Scott,-0.1,-0.014
502,Thabo Sefolosha,3.3,.098
503,Wayne Selden,0.1,.016
504,Wayne Selden,0.1,.089
505,Wayne Selden,0.0,-0.002
506,Kevin Séraphin,1.0,.082
507,Player,WS,WS/48
508,Ramon Sessions,0.9,.055
509,Iman Shumpert,2.0,.050
510,Pascal Siakam,1.6,.089
511,Jonathon Simmons,2.0,.068
512,Kyle Singler,0.3,.034
513,Marcus Smart,3.2,.064
514,Ish Smith,3.1,.076
515,J.R. Smith,0.8,.034
516,Jason Smith,2.3,.103
517,Tony Snell,3.4,.071
518,Marreese Speights,4.2,.155
519,Tiago Splitter,0.1,.072
520,Nik Stauskas,1.4,.031
521,Lance Stephenson,0.1,.008
522,Lance Stephenson,0.1,.027
523,Lance Stephenson,-0.1,-0.045
524,Lance Stephenson,0.0,.012
525,Jarnell Stokes,0.1,.480
526,Diamond Stone,-0.1,-0.211
527,Rodney Stuckey,-0.1,-0.006
528,Jared Sullinger,-0.1,-0.031
529,Edy Tavares,0.1,.150
530,Edy Tavares,0.0,-0.047
531,Edy Tavares,0.1,.183
532,Isaiah Taylor,0.0,-0.028
533,Player,WS,WS/48
534,Jeff Teague,8.1,.146
535,Mirza Teletović,0.6,.025
536,Garrett Temple,2.2,.061
537,Jason Terry,2.1,.075
538,Isaiah Thomas,12.5,.234
539,Lance Thomas,0.9,.046
540,Hollis Thompson,0.7,.047
541,Hollis Thompson,0.7,.060
542,Hollis Thompson,0.0,.007
543,Klay Thompson,7.1,.129
544,Tristan Thompson,7.3,.149
545,Marcus Thornton,0.5,.042
546,Mike Tobey,0.0,-0.070
547,Anthony Tolliver,2.3,.075
548,Axel Toupane,0.1,.061
549,Axel Toupane,0.0,-0.191
550,Axel Toupane,0.1,.098
551,Karl-Anthony Towns,12.7,.201
552,P.J. Tucker,3.6,.078
553,P.J. Tucker,2.4,.069
554,P.J. Tucker,1.3,.099
555,Evan Turner,1.2,.035
556,Myles Turner,8.0,.151
557,Beno Udrih,1.3,.113
558,Tyler Ulis,0.7,.029
559,Jarrod Uthoff,0.2,.083
560,Player,WS,WS/48
561,Jonas Valančiūnas,7.9,.183
562,Denzel Valentine,0.6,.031
563,Fred VanVleet,0.2,.040
564,Anderson Varejão,0.2,.097
565,Greivis Vásquez,0.0,-0.006
566,Rashad Vaughn,0.0,-0.005
567,Noah Vonleh,1.8,.069
568,Nikola Vučević,4.0,.088
569,Sasha Vujačić,0.1,.014
570,Dwyane Wade*,3.4,.090
571,Dion Waiters,1.6,.057
572,Kemba Walker,8.1,.142
573,John Wall,8.8,.149
574,T.J. Warren,4.1,.096
575,C.J. Watson,0.9,.041
576,Briante Weber,0.3,.059
577,Briante Weber,0.0,-0.018
578,Briante Weber,0.3,.081
579,David West,2.6,.148
580,Russell Westbrook,13.1,.224
581,Okaro White,0.6,.066
582,Isaiah Whitehead,-0.8,-0.023
583,Player,WS,WS/48
584,Hassan Whiteside,9.5,.181
585,Andrew Wiggins,4.2,.066
586,C.J. Wilcox,-0.2,-0.090
587,Alan Williams,2.1,.142
588,Deron Williams,2.4,.069
589,Deron Williams,1.8,.073
590,Deron Williams,0.6,.059
591,Derrick Williams,1.1,.064
592,Derrick Williams,0.3,.038
593,Derrick Williams,0.8,.086
594,Lou Williams,6.1,.148
595,Lou Williams,4.9,.169
596,Lou Williams,1.2,.096
597,Marvin Williams,5.0,.105
598,Reggie Williams,0.2,.098
599,Troy Williams,0.4,.032
600,Troy Williams,0.0,.004
601,Troy Williams,0.3,.116
602,Kyle Wiltjer,0.0,-0.039
603,Justise Winslow,-0.1,-0.009
604,Jeff Withey,1.8,.205
605,Christian Wood,0.3,.125
606,Metta World Peace,-0.2,-0.061
607,Brandan Wright,1.6,.177
608,Delon Wright,1.1,.117
609,James Young,0.3,.076
610,Joe Young,-0.1,-0.022
611,Nick Young,3.2,.098
612,Player,WS,WS/48
613,Thaddeus Young,4.6,.100
614,Cody Zeller,5.6,.157
615,Tyler Zeller,1.0,.094
616,Stephen Zimmerman,0.0,-0.005
617,Paul Zipser,0.5,.030
618,Ivica Zubac,1.1,.086
