,Player,WS,WS/48
91,Moses Brown,1.1,.185
92,Moses Brown,0.0,-0.129
93,Sterling Brown,0.0,.040
94,Troy Brown Jr.,2.9,.075
95,Jalen Brunson,8.7,.175
96,Thomas Bryant,4.1,.183
97,Thomas Bryant,3.8,.211
98,Thomas Bryant,0.3,.066
99,Reggie Bullock,2.8,.056
100,Alec Burks,2.5,.109
101,Deonte Burton,0.0,-0.347
102,Jared Butler,0.1,.061
103,Jimmy Butler,12.3,.277
104,John Butler,0.0,.001
105,Jamal Cain,0.8,.169
106,Kentavious Caldwell-Pope,4.5,.091
107,Facundo Campazzo,0.0,-0.012
108,Vlatko Čančar,1.7,.093
109,Player,WS,WS/48
110,Clint Capela,7.2,.201
111,Vernon Carey Jr.,0.0,.014
112,Jevon Carter,3.5,.092
113,Wendell Carter Jr.,4.6,.130
114,Michael Carter-Williams,0.0,-0.003
115,Alex Caruso,3.6,.109
116,Julian Champagnie,0.4,.061
117,Julian Champagnie,0.0,-0.214
118,Julian Champagnie,0.4,.067
119,Justin Champagnie,0.0,.009
120,Justin Champagnie,0.1,.332
121,Justin Champagnie,-0.1,-0.145
122,Kennedy Chandler,0.3,.044
123,Max Christie,0.6,.058
124,Josh Christopher,0.0,-0.001
125,Brandon Clarke,4.5,.199
126,Jordan Clarkson,1.7,.042
127,Nic Claxton,9.2,.195
128,Amir Coffey,0.4,.033
129,John Collins,4.2,.095
130,Zach Collins,2.2,.074
131,Chance Comanche,0.0,.043
132,Mike Conley,5.5,.130
133,Mike Conley,3.0,.113
134,Mike Conley,2.5,.158
135,Pat Connaughton,2.5,.085
136,Player,WS,WS/48
137,Xavier Cooks,0.2,.094
138,Robert Covington,1.9,.117
139,Torrey Craig,4.0,.098
140,Jae Crowder,1.2,.165
141,Jarrett Culver,0.0,.014
142,Cade Cunningham,-0.1,-0.018
143,Seth Curry,1.8,.070
144,Stephen Curry,7.8,.192
145,Dyson Daniels,1.3,.061
146,Anthony Davis,9.0,.226
147,Johnny Davis,-0.3,-0.033
148,Terence Davis,0.9,.054
149,JD Davison,0.1,.059
150,Darius Days,0.1,.156
151,Dewayne Dedmon,1.0,.115
152,Dewayne Dedmon,0.8,.115
153,Dewayne Dedmon,0.2,.113
154,Matthew Dellavedova,0.1,.021
155,DeMar DeRozan,8.5,.153
156,Moussa Diabaté,0.4,.105
157,Mamadi Diakite,0.2,.051
158,Hamidou Diallo,1.3,.063
159,Player,WS,WS/48
160,Gorgui Dieng,0.0,.001
161,Ousmane Dieng,0.4,.038
162,Spencer Dinwiddie,6.3,.111
163,Spencer Dinwiddie,4.3,.114
164,Spencer Dinwiddie,2.0,.103
165,Donte DiVincenzo,4.2,.106
166,Luka Dončić,10.2,.204
167,Tyler Dorsey,0.1,.367
168,Luguentz Dort,2.9,.062
169,Ayo Dosunmu,2.9,.067
170,Devon Dotson,0.0,-0.025
171,Jeff Dowtin,0.4,.076
172,PJ Dozier,-0.2,-0.097
173,Goran Dragić,0.4,.025
174,Goran Dragić,0.4,.023
175,Goran Dragić,0.1,.037
176,Andre Drummond,2.8,.159
177,Chris Duarte,0.0,-0.003
178,David Duke Jr.,-0.1,-0.011
179,Kris Dunn,1.9,.162
180,Kevin Durant,6.8,.194
181,Kevin Durant,5.7,.194
182,Kevin Durant,1.1,.196
183,Jalen Duren,4.5,.129
184,Tari Eason,2.6,.070
185,Anthony Edwards,3.8,.064
186,Player,WS,WS/48
187,Kessler Edwards,0.4,.048
188,Kessler Edwards,-0.2,-0.108
189,Kessler Edwards,0.6,.088
190,Keon Ellis,0.2,.162
191,Joel Embiid,12.3,.259
192,Drew Eubanks,4.4,.134
193,Bruno Fernando,0.9,.109
194,Bruno Fernando,0.8,.111
195,Bruno Fernando,0.1,.086
196,Dorian Finney-Smith,2.1,.051
197,Dorian Finney-Smith,1.7,.065
198,Dorian Finney-Smith,0.4,.027
199,Malachi Flynn,0.5,.034
200,Simone Fontecchio,-0.1,-0.004
201,Bryn Forbes,0.0,.000
202,Trent Forrest,-0.1,-0.011
203,Michael Foster Jr.,0.0,.010
204,Evan Fournier,0.1,.010
205,De'Aaron Fox,7.4,.146
206,Markelle Fultz,3.7,.100
207,Wenyen Gabriel,2.8,.132
208,Daniel Gafford,6.1,.184
209,Darius Garland,7.6,.148
210,Usman Garuba,1.8,.091
211,Luka Garza,1.1,.211
212,Rudy Gay,0.3,.018
213,Player,WS,WS/48
214,Paul George,4.6,.114
215,Taj Gibson,0.8,.082
216,Josh Giddey,4.0,.081
217,Shai Gilgeous-Alexander,11.4,.226
218,Anthony Gill,1.3,.101
219,Jacob Gilyard,0.1,.079
220,Rudy Gobert,7.8,.174
221,Jordan Goodwin,2.2,.097
222,Aaron Gordon,6.8,.158
223,Eric Gordon,2.3,.056
224,Eric Gordon,1.1,.037
225,Eric Gordon,1.2,.105
226,Devonte' Graham,2.5,.091
227,Devonte' Graham,1.8,.105
228,Devonte' Graham,0.8,.069
229,Jerami Grant,4.1,.087
230,RaiQuan Gray,0.1,.106
231,A.J. Green,0.8,.111
232,Danny Green,0.2,.059
233,Danny Green,-0.1,-0.061
234,Danny Green,0.2,.114
235,Draymond Green,4.7,.098
236,Jalen Green,1.8,.034
237,JaMychal Green,2.2,.133
238,Javonte Green,1.4,.142
239,Jeff Green,1.7,.074
240,Player,WS,WS/48
241,Josh Green,2.6,.082
242,AJ Griffin,2.2,.075
243,Blake Griffin,1.8,.153
244,Quentin Grimes,4.8,.108
245,Rui Hachimura,1.8,.060
246,Rui Hachimura,0.6,.038
247,Rui Hachimura,1.2,.081
248,Tyrese Haliburton,7.6,.195
249,Jordan Hall,-0.1,-0.077
250,R.J. Hampton,0.7,.042
251,R.J. Hampton,0.6,.077
252,R.J. Hampton,0.1,.010
253,Tim Hardaway Jr.,2.3,.051
254,James Harden,8.4,.188
255,Jaden Hardy,0.7,.048
256,Ron Harper Jr.,0.2,.158
257,Montrezl Harrell,2.2,.153
258,Gary Harris,2.3,.095
259,Joe Harris,2.6,.083
260,Kevon Harris,0.6,.065
261,Tobias Harris,5.9,.116
262,Shaquille Harrison,0.3,.137
263,Josh Hart,6.0,.118
264,Josh Hart,3.2,.091
265,Josh Hart,2.8,.179
266,Isaiah Hartenstein,4.6,.136
267,Player,WS,WS/48
268,Udonis Haslem,0.0,-0.009
269,Sam Hauser,3.4,.128
270,Jaxson Hayes,1.5,.118
271,Killian Hayes,-0.5,-0.012
272,Gordon Hayward,2.0,.059
273,Juancho Hernangómez,0.7,.053
274,Willy Hernangómez,1.6,.171
275,Tyler Herro,3.5,.072
276,Buddy Hield,4.4,.085
277,Haywood Highsmith,0.9,.046
278,George Hill,1.9,.107
279,George Hill,1.4,.100
280,George Hill,0.5,.136
281,Malcolm Hill,0.0,.125
282,Aaron Holiday,0.9,.053
283,Jrue Holiday,6.7,.148
284,Justin Holiday,0.1,.008
285,Justin Holiday,0.1,.007
286,Justin Holiday,0.1,.009
287,Richaun Holmes,0.8,.113
288,Al Horford,6.3,.157
289,Talen Horton-Tucker,0.8,.029
290,Danuel House Jr.,1.3,.075
291,Caleb Houstan,0.7,.039
292,Player,WS,WS/48
293,Trevor Hudgins,0.0,-0.035
294,Kevin Huerter,4.9,.107
295,Jay Huff,0.5,.261
296,De'Andre Hunter,2.5,.057
297,Bones Hyland,1.4,.062
298,Bones Hyland,0.9,.051
299,Bones Hyland,0.5,.094
300,Serge Ibaka,0.2,.058
301,Andre Iguodala,0.1,.044
302,Joe Ingles,2.3,.107
303,Brandon Ingram,3.5,.108
304,Kyrie Irving,7.4,.159
305,Kyrie Irving,4.3,.140
306,Kyrie Irving,3.1,.198
307,Jonathan Isaac,0.3,.130
308,Jaden Ivey,0.0,-0.001
309,Frank Jackson,0.0,-0.378
310,Isaiah Jackson,2.7,.124
311,Jaren Jackson Jr.,6.6,.177
312,Justin Jackson,0.1,.025
313,Quenton Jackson,0.2,.078
314,Reggie Jackson,0.6,.018
315,Reggie Jackson,0.6,.020
316,Reggie Jackson,0.1,.008
317,LeBron James,5.6,.138
318,Ty Jerome,2.1,.124
319,Player,WS,WS/48
320,Isaiah Joe,3.8,.131
321,Alize Johnson,-0.1,-0.099
322,Cameron Johnson,3.5,.142
323,Cameron Johnson,1.4,.161
324,Cameron Johnson,2.1,.131
325,Jalen Johnson,2.1,.099
326,James Johnson,0.1,.017
327,Keldon Johnson,1.3,.030
328,Keon Johnson,-0.5,-0.057
329,Stanley Johnson,0.7,.076
330,Nikola Jokić,14.9,.308
331,Carlik Jones,0.1,.078
332,Damian Jones,1.2,.119
333,Damian Jones,0.4,.117
334,Damian Jones,0.8,.120
335,Derrick Jones Jr.,2.4,.131
336,Herbert Jones,4.2,.104
337,Kai Jones,0.7,.062
338,Tre Jones,3.4,.082
339,Tyus Jones,5.7,.141
340,DeAndre Jordan,1.4,.112
341,Cory Joseph,1.8,.070
342,Nikola Jović,0.2,.053
343,Johnny Juzang,-0.2,-0.032
344,Player,WS,WS/48
345,Mfiondu Kabengele,0.1,.067
346,Frank Kaminsky,0.7,.141
347,Frank Kaminsky,0.5,.148
348,Frank Kaminsky,0.2,.122
349,Trevor Keels,0.0,-0.062
350,Luke Kennard,3.4,.124
351,Luke Kennard,1.1,.070
352,Luke Kennard,2.3,.189
353,Walker Kessler,7.1,.200
354,Braxton Key,0.0,.242
355,Louis King,0.1,.157
356,Corey Kispert,3.8,.088
357,Maxi Kleber,1.3,.067
358,Nathan Knight,0.7,.116
359,Kevin Knox,0.7,.034
360,Kevin Knox,0.5,.043
361,Kevin Knox,0.1,.019
362,Christian Koloko,1.7,.104
363,John Konchar,3.5,.111
364,Furkan Korkmaz,0.1,.019
365,Luke Kornet,3.3,.198
366,Vit Krejci,0.1,.042
367,Jonathan Kuminga,2.4,.084
368,Kyle Kuzma,0.9,.019
369,Anthony Lamb,2.4,.096
370,Jock Landale,2.7,.132
371,Player,WS,WS/48
372,Romeo Langford,0.5,.029
373,Jake LaRavia,0.5,.054
374,Zach LaVine,7.1,.123
375,A.J. Lawson,0.1,.063
376,A.J. Lawson,0.0,.377
377,A.J. Lawson,0.1,.057
378,Damion Lee,2.6,.081
379,Saben Lee,0.7,.088
380,Saben Lee,0.0,-0.096
381,Saben Lee,0.7,.093
382,Alex Len,0.3,.085
383,Kawhi Leonard,7.1,.194
384,Meyers Leonard,0.3,.126
385,Caris LeVert,4.4,.095
386,Kira Lewis Jr.,0.6,.122
387,Damian Lillard,9.0,.205
388,Nassir Little,0.7,.032
389,Isaiah Livers,1.0,.041
390,Kenneth Lofton Jr.,0.5,.145
391,Kevon Looney,8.7,.212
392,Brook Lopez,8.0,.161
393,Robin Lopez,0.6,.094
394,Kevin Love,2.6,.099
395,Kevin Love,1.9,.112
396,Kevin Love,0.7,.075
397,Kyle Lowry,3.4,.096
398,Player,WS,WS/48
399,Trey Lyles,2.6,.098
400,Théo Maledon,0.8,.047
401,Sandro Mamukelashvili,0.9,.063
402,Sandro Mamukelashvili,0.2,.049
403,Sandro Mamukelashvili,0.6,.070
404,Terance Mann,4.3,.111
405,Tre Mann,0.5,.021
406,Boban Marjanović,0.6,.158
407,Lauri Markkanen,8.2,.173
408,Naji Marshall,2.5,.068
409,Caleb Martin,3.7,.086
410,Cody Martin,0.1,.045
411,KJ Martin,4.9,.103
412,Tyrese Martin,0.0,-0.010
413,Garrison Mathews,1.0,.067
414,Garrison Mathews,0.7,.058
415,Garrison Mathews,0.2,.127
416,Bennedict Mathurin,1.8,.038
417,Wesley Matthews,1.2,.073
418,Tyrese Maxey,5.4,.128
419,Skylar Mays,0.7,.171
420,Miles McBride,0.7,.047
421,Mac McClung,0.1,.140
422,CJ McCollum,4.3,.078
423,Player,WS,WS/48
424,T.J. McConnell,3.1,.098
425,Jaden McDaniels,4.4,.087
426,Jalen McDaniels,2.7,.068
427,Jalen McDaniels,1.8,.057
428,Jalen McDaniels,1.0,.109
429,Doug McDermott,1.0,.035
430,JaVale McGee,0.6,.076
431,Bryce McGowens,0.1,.005
432,Rodney McGruder,0.7,.068
433,Jordan McLaughlin,1.3,.094
434,De'Anthony Melton,4.2,.095
435,Sam Merrill,0.2,.160
436,Chimezie Metu,2.1,.143
437,Khris Middleton,1.9,.117
438,Patty Mills,0.4,.035
439,Shake Milton,2.9,.087
440,Justin Minaya,-0.1,-0.067
441,Josh Minott,0.3,.146
442,Davion Mitchell,1.5,.050
443,Donovan Mitchell,8.9,.176
444,Evan Mobley,8.5,.151
445,Isaiah Mobley,0.2,.135
446,Player,WS,WS/48
447,Chima Moneke,0.0,-0.288
448,Malik Monk,3.2,.091
449,Moses Moody,1.3,.076
450,Xavier Moon,0.0,-0.030
451,Wendell Moore Jr.,0.1,.028
452,Ja Morant,6.0,.148
453,Marcus Morris,2.0,.053
454,Markieff Morris,0.4,.059
455,Markieff Morris,0.4,.074
456,Markieff Morris,0.0,.002
457,Monte Morris,4.2,.120
458,Trey Murphy III,7.6,.150
459,Dejounte Murray,4.7,.084
460,Jamal Murray,5.1,.116
461,Keegan Murray,4.3,.087
462,Mike Muscala,2.5,.128
463,Mike Muscala,1.7,.134
464,Mike Muscala,0.8,.116
465,Svi Mykhailiuk,0.8,.081
466,Svi Mykhailiuk,0.1,.141
467,Svi Mykhailiuk,0.7,.076
468,Larry Nance Jr.,4.9,.171
469,Andrew Nembhard,1.2,.029
470,Aaron Nesmith,2.0,.052
471,Raul Neto,1.5,.142
472,Georges Niang,2.5,.078
473,Player,WS,WS/48
474,Daishen Nix,-1.2,-0.062
475,Zeke Nnaji,1.6,.106
476,Nerlens Noel,0.0,.007
477,Nerlens Noel,0.1,.040
478,Nerlens Noel,-0.1,-0.112
479,Jaylen Nowell,1.2,.046
480,Frank Ntilikina,-0.1,-0.010
481,Kendrick Nunn,0.2,.008
482,Kendrick Nunn,-0.2,-0.021
483,Kendrick Nunn,0.4,.043
484,Jusuf Nurkić,2.7,.092
485,Jordan Nwora,1.5,.060
486,Jordan Nwora,0.7,.057
487,Jordan Nwora,0.8,.064
488,Royce O'Neale,2.9,.057
489,Chuma Okeke,0.7,.061
490,Josh Okogie,2.8,.101
491,Onyeka Okongwu,7.1,.185
492,Isaac Okoro,4.2,.122
493,KZ Okpala,0.3,.057
494,Victor Oladipo,0.6,.024
495,Kelly Olynyk,4.3,.106
496,Eugene Omoruyi,0.6,.042
497,Eugene Omoruyi,0.3,.052
498,Eugene Omoruyi,0.3,.034
499,Cedi Osman,3.3,.103
500,Kelly Oubre Jr.,1.7,.051
501,Chris Paul,6.2,.156
502,Player,WS,WS/48
503,Cameron Payne,1.1,.053
504,Gary Payton II,1.0,.125
505,Gary Payton II,0.5,.097
506,Gary Payton II,0.4,.191
507,Theo Pinson,0.5,.071
508,Scotty Pippen Jr.,0.0,-0.017
509,Mason Plumlee,7.9,.185
510,Mason Plumlee,6.1,.183
511,Mason Plumlee,1.8,.190
512,Jakob Poeltl,6.0,.150
513,Jakob Poeltl,2.9,.115
514,Jakob Poeltl,3.1,.209
515,Aleksej Pokusevski,1.0,.066
516,Jordan Poole,3.2,.063
517,Kevin Porter Jr.,2.9,.068
518,Michael Porter Jr.,4.3,.116
519,Otto Porter Jr.,0.4,.142
520,Bobby Portis,5.3,.139
521,Kristaps Porziņģis,7.7,.174
522,Micah Potter,0.2,.186
523,Dwight Powell,5.1,.168
524,Norman Powell,3.5,.107
525,Jason Preston,0.1,.021
526,Joshua Primo,-0.1,-0.073
527,Taurean Prince,1.3,.052
528,Payton Pritchard,0.6,.045
529,Player,WS,WS/48
530,Trevelin Queen,-0.2,-0.133
531,Neemias Queta,0.1,.149
532,Immanuel Quickley,6.7,.137
533,Lester Quinones,0.0,-0.103
534,Julius Randle,8.1,.142
535,Austin Reaves,5.4,.142
536,Cam Reddish,0.9,.046
537,Cam Reddish,0.7,.071
538,Cam Reddish,0.3,.025
539,Davon Reed,0.1,.008
540,Davon Reed,-0.1,-0.009
541,Davon Reed,0.1,.208
542,Paul Reed,2.8,.180
543,Naz Reid,3.0,.114
544,Jared Rhoden,0.1,.027
545,Nick Richards,4.2,.165
546,Josh Richardson,1.8,.055
547,Josh Richardson,1.0,.047
548,Josh Richardson,0.8,.071
549,Austin Rivers,1.3,.061
550,Duncan Robinson,0.5,.035
551,Mitchell Robinson,6.5,.197
552,Orlando Robinson,1.1,.129
553,Jeremiah Robinson-Earl,1.9,.111
554,Isaiah Roby,-0.1,-0.011
555,David Roddy,1.1,.043
556,Player,WS,WS/48
557,Ryan Rollins,-0.3,-0.218
558,Derrick Rose,0.0,-0.001
559,Terrence Ross,1.6,.059
560,Terrence Ross,0.6,.032
561,Terrence Ross,1.0,.127
562,Terry Rozier,1.7,.037
563,Ricky Rubio,0.7,.062
564,D'Angelo Russell,5.1,.106
565,D'Angelo Russell,3.8,.103
566,D'Angelo Russell,1.3,.118
567,Matt Ryan,0.3,.044
568,Matt Ryan,0.0,-0.014
569,Matt Ryan,0.3,.084
570,Domantas Sabonis,12.6,.221
571,Luka Šamanić,0.2,.045
572,Dario Šarić,1.7,.099
573,Dario Šarić,0.9,.085
574,Dario Šarić,0.7,.127
575,Olivier Sarr,0.2,.094
576,Jordan Schakel,0.0,.314
577,Admiral Schofield,0.8,.089
578,Dennis Schröder,2.8,.068
579,Jay Scrubb,0.1,.083
580,Dereon Seabron,0.0,-0.034
581,Alperen Sengun,5.2,.115
582,Collin Sexton,2.5,.105
583,Landry Shamet,1.2,.071
584,Day'Ron Sharpe,1.6,.139
585,Player,WS,WS/48
586,Shaedon Sharpe,1.2,.032
587,Pascal Siakam,7.8,.141
588,Chris Silva,0.0,-0.260
589,Ben Simmons,2.2,.097
590,Kobi Simmons,0.0,.019
591,Marko Simonovic,0.0,-0.052
592,Anfernee Simons,2.5,.054
593,Jericho Sims,2.6,.153
594,Marcus Smart,3.7,.092
595,Dennis Smith Jr.,1.1,.039
596,Dru Smith,0.3,.099
597,Dru Smith,0.1,.053
598,Dru Smith,0.3,.132
599,Ish Smith,-0.5,-0.056
600,Jabari Smith Jr.,1.9,.037
601,Jalen Smith,2.3,.085
602,Xavier Sneed,0.1,.086
603,Jeremy Sochan,0.2,.005
604,Jaden Springer,0.3,.145
605,Lamar Stevens,1.9,.080
606,Isaiah Stewart,2.0,.068
607,Max Strus,3.4,.071
608,Player,WS,WS/48
609,Jalen Suggs,1.4,.053
610,Edmond Sumner,1.3,.086
611,Cole Swider,0.1,.080
612,Jae'Sean Tate,0.7,.049
613,Jayson Tatum,10.5,.185
614,Terry Taylor,0.3,.054
615,Terry Taylor,0.1,.021
616,Terry Taylor,0.2,.262
617,Garrett Temple,0.3,.094
618,Dalen Terry,0.5,.105
619,Daniel Theis,0.1,.046
620,Cam Thomas,1.0,.049
621,Klay Thompson,3.1,.066
622,JT Thor,0.2,.009
623,Matisse Thybulle,2.1,.086
624,Matisse Thybulle,1.3,.102
625,Matisse Thybulle,0.9,.070
626,Xavier Tillman Sr.,4.2,.171
627,Isaiah Todd,-0.2,-0.147
628,Obi Toppin,2.1,.095
629,Juan Toscano-Anderson,0.5,.038
630,Juan Toscano-Anderson,0.4,.055
631,Juan Toscano-Anderson,0.1,.019
632,Karl-Anthony Towns,2.7,.133
633,Gary Trent Jr.,4.5,.102
634,P.J. Tucker,2.5,.064
635,Player,WS,WS/48
636,Myles Turner,5.4,.142
637,Stanley Umude,0.0,.626
638,Jonas Valančiūnas,5.8,.142
639,Jarred Vanderbilt,5.2,.132
640,Jarred Vanderbilt,3.6,.139
641,Jarred Vanderbilt,1.5,.118
642,Fred VanVleet,6.5,.123
643,Devin Vassell,1.2,.051
644,Gabe Vincent,1.4,.038
645,Noah Vonleh,0.2,.060
646,Nikola Vučević,8.3,.145
647,Dean Wade,1.8,.097
648,Franz Wagner,5.4,.099
649,Moritz Wagner,3.4,.149
650,Ish Wainright,1.7,.089
651,Jabari Walker,0.2,.015
652,Kemba Walker,0.3,.098
653,Lonnie Walker IV,1.8,.066
654,John Wall,0.3,.020
655,T.J. Warren,1.2,.081
656,T.J. Warren,0.8,.081
657,T.J. Warren,0.3,.080
658,Duane Washington Jr.,-0.5,-0.065
659,P.J. Washington,2.6,.052
660,Player,WS,WS/48
661,TyTy Washington Jr.,-0.1,-0.016
662,Yuta Watanabe,2.1,.111
663,Lindy Waters III,1.1,.101
664,Trendon Watford,2.1,.084
665,Peyton Watson,0.3,.073
666,Blake Wesley,-1.6,-0.114
667,Russell Westbrook,1.9,.044
668,Russell Westbrook,0.7,.023
669,Russell Westbrook,1.2,.092
670,Coby White,3.1,.087
671,Derrick White,7.4,.154
672,Jack White,0.1,.108
673,Joe Wieskamp,-0.1,-0.076
674,Aaron Wiggins,2.6,.097
675,Andrew Wiggins,2.3,.091
676,Lindell Wigginton,0.1,.028
677,Alondes Williams,-0.1,-0.517
678,Donovan Williams,0.0,-0.225
679,Grant Williams,4.4,.104
680,Jalen Williams,5.6,.119
681,Jaylin Williams,1.9,.099
682,Jeenathan Williams,0.3,.120
683,Player,WS,WS/48
684,Kenrich Williams,3.3,.133
685,Mark Williams,2.8,.163
686,Patrick Williams,3.5,.072
687,Robert Williams,3.8,.224
688,Vince Williams Jr.,-0.1,-0.049
689,Ziaire Williams,0.1,.011
690,Zion Williamson,3.6,.180
691,Dylan Windler,0.0,.149
692,Justise Winslow,0.4,.022
693,James Wiseman,1.4,.077
694,James Wiseman,0.8,.144
695,James Wiseman,0.6,.049
696,Christian Wood,4.8,.132
697,Delon Wright,3.7,.146
698,McKinley Wright IV,0.5,.069
699,Gabe York,0.1,.091
700,Thaddeus Young,1.8,.109
701,Trae Young,6.7,.126
702,Omer Yurtseven,0.3,.159
703,Cody Zeller,0.7,.147
704,Ivica Zubac,6.7,.149
