slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
belinma01,Marco Belinelli,SHOOTING GUARD,33,SAN ANTONIO SPURS,57,0,883,123,314,67,178,48,58,7,92,69,12,1,19,45,361
belljo01,Jordan Bell,CENTER,25,MINNESOTA TIMBERWOLVES,27,0,235,32,60,2,9,17,29,28,50,14,2,10,18,17,83
belljo01,Jordan Bell,CENTER,25,MEMPHIS GRIZZLIES,2,0,21,3,7,2,3,2,2,2,1,2,1,0,3,2,10
bembrde01,DeAndre' Bembry,SHOOTING GUARD,25,ATLANTA HAWKS,43,4,915,104,228,15,65,26,48,34,118,81,55,19,60,84,249
bendedr01,Dragan Bender,CENTER,22,MILWAUKEE BUCKS,7,0,91,10,21,4,9,2,3,0,20,9,0,5,5,16,26
bendedr01,Dragan Bender,POWER FORWARD,22,GOLDEN STATE WARRIORS,9,3,195,31,71,11,34,8,11,16,37,19,4,4,16,26,81
bertada01,Dāvis Bertāns,POWER FORWARD,27,WASHINGTON WIZARDS,54,4,1583,265,610,200,472,104,122,35,210,92,37,33,59,139,834
beverpa01,Patrick Beverley,POINT GUARD,31,LOS ANGELES CLIPPERS,51,50,1342,147,341,80,206,31,47,57,209,183,54,25,66,156,405
birchkh01,Khem Birch,CENTER,27,ORLANDO MAGIC,48,24,922,73,143,0,1,66,101,91,129,50,20,23,31,91,212
bitadgo01,Goga Bitadze,CENTER,20,INDIANA PACERS,54,2,471,70,150,8,42,24,33,25,81,23,10,37,28,65,172
biyombi01,Bismack Biyombo,CENTER,27,CHARLOTTE HORNETS,53,29,1029,151,278,0,0,91,151,120,188,50,10,49,48,116,393
bjeline01,Nemanja Bjelica,POWER FORWARD,31,SACRAMENTO KINGS,72,67,2011,314,653,134,320,69,84,111,347,203,62,40,99,216,831
bledser01,Eric Bledsoe,POINT GUARD,30,MILWAUKEE BUCKS,61,61,1646,334,703,74,215,169,214,43,239,328,57,26,148,128,911
bogdabo01,Bogdan Bogdanović,SHOOTING GUARD,27,SACRAMENTO KINGS,61,28,1766,337,766,164,441,86,116,26,181,207,64,15,102,133,924
bogdabo02,Bojan Bogdanović,SMALL FORWARD,30,UTAH JAZZ,63,63,2083,418,935,189,457,250,277,39,220,131,34,7,159,110,1275
bolbo01,Bol Bol,POWER FORWARD,20,DENVER NUGGETS,7,0,87,14,28,4,9,8,10,5,14,6,2,6,10,11,40
boldejo01,Jonah Bolden,CENTER,24,PHILADELPHIA 76ERS,4,0,14,2,3,0,1,0,2,0,1,0,1,0,2,4,4
boldejo01,Jonah Bolden,CENTER,24,PHOENIX SUNS,3,0,33,2,8,0,3,2,2,3,5,0,2,2,0,6,6
boldema01,Marques Bolden,CENTER,21,CLEVELAND CAVALIERS,1,0,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0
bonejo01,Jordan Bone,POINT GUARD,22,DETROIT PISTONS,10,0,53,5,20,2,10,0,0,0,4,8,1,0,2,6,12
bongais01,Isaac Bonga,SMALL FORWARD,20,WASHINGTON WIZARDS,66,49,1250,118,234,25,71,69,85,71,151,76,45,22,58,156,330
bookede01,Devin Booker,SHOOTING GUARD,23,PHOENIX SUNS,70,70,2512,627,1283,141,398,468,509,29,268,456,49,18,264,213,1863
bouchch01,Chris Boucher,CENTER,27,TORONTO RAPTORS,62,0,819,141,299,38,118,91,116,107,170,26,22,61,28,114,411
bowenbr02,Brian Bowen,SMALL FORWARD,21,INDIANA PACERS,6,1,31,3,10,0,2,0,0,1,6,0,0,1,1,3,6
bowmaky01,Ky Bowman,POINT GUARD,22,GOLDEN STATE WARRIORS,45,12,1015,134,321,33,107,34,41,24,97,131,44,10,70,102,335
bradlav01,Avery Bradley,SHOOTING GUARD,29,LOS ANGELES LAKERS,49,44,1186,170,383,63,173,20,24,18,97,63,43,5,47,110,423
bradlto01,Tony Bradley,CENTER,22,UTAH JAZZ,58,3,663,126,189,3,3,30,46,111,156,23,14,33,30,115,285
brantja01,Jarrell Brantley,POWER FORWARD,23,UTAH JAZZ,9,0,96,10,28,3,13,1,2,2,18,11,3,5,7,7,24
brazdig01,Ignas Brazdeikis,SMALL FORWARD,21,NEW YORK KNICKS,9,0,53,6,22,1,9,4,5,2,3,4,0,1,2,3,17
breweco01,Corey Brewer,POWER FORWARD,33,SACRAMENTO KINGS,5,0,33,2,4,0,1,1,3,2,6,2,4,0,2,7,5
bridgmi01,Mikal Bridges,SMALL FORWARD,23,PHOENIX SUNS,73,32,2042,247,484,70,194,103,122,66,226,129,102,46,73,163,667
bridgmi02,Miles Bridges,SMALL FORWARD,21,CHARLOTTE HORNETS,65,64,1995,319,753,99,300,106,131,88,274,114,40,48,95,132,843
brissos01,Oshae Brissett,SMALL FORWARD,21,TORONTO RAPTORS,19,0,135,13,36,3,15,8,10,9,17,7,4,1,7,18,37
broekry01,Ryan Broekhoff,SMALL FORWARD,29,DALLAS MAVERICKS,17,1,180,22,59,20,51,7,8,5,38,11,5,4,6,15,71
brogdma01,Malcolm Brogdon,POINT GUARD,27,INDIANA PACERS,54,54,1666,326,744,75,230,166,186,46,216,381,35,10,131,98,893
brookdi01,Dillon Brooks,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,73,73,2112,435,1068,147,411,164,203,68,175,150,63,27,124,278,1181
brownbr01,Bruce Brown,POINT GUARD,23,DETROIT PISTONS,58,43,1634,198,447,33,96,88,119,61,213,230,63,29,100,162,517
brownch02,Charlie Brown Jr.,SHOOTING GUARD,22,ATLANTA HAWKS,10,0,40,6,19,3,9,5,5,2,2,2,2,2,3,3,20
brownja02,Jaylen Brown,SHOOTING GUARD,23,BOSTON CELTICS,57,57,1934,427,887,129,338,176,243,62,302,118,65,20,125,167,1159
brownmo01,Moses Brown,CENTER,20,PORTLAND TRAIL BLAZERS,9,0,33,4,10,0,0,3,8,3,11,1,1,1,3,7,11
brownst02,Sterling Brown,SMALL FORWARD,24,MILWAUKEE BUCKS,52,1,767,95,256,44,136,32,40,31,152,51,29,7,42,54,266
browntr01,Troy Brown Jr.,SMALL FORWARD,20,WASHINGTON WIZARDS,69,22,1782,273,622,61,179,109,139,76,307,178,85,7,79,132,716
brunsja01,Jalen Brunson,POINT GUARD,23,DALLAS MAVERICKS,57,16,1022,181,388,43,120,61,75,22,112,188,22,4,66,74,466
bryanth01,Thomas Bryant,CENTER,22,WASHINGTON WIZARDS,46,36,1147,243,418,37,91,86,116,98,233,83,25,49,53,103,609
bullore01,Reggie Bullock,SHOOTING GUARD,28,NEW YORK KNICKS,29,19,684,90,224,37,111,17,21,13,55,42,25,3,19,56,234
burketr01,Trey Burke,POINT GUARD,27,PHILADELPHIA 76ERS,25,0,329,59,127,16,38,13,18,15,20,53,7,1,12,21,147
burketr01,Trey Burke,POINT GUARD,27,DALLAS MAVERICKS,8,1,191,35,82,16,37,10,11,1,14,30,9,1,9,12,96
burksal01,Alec Burks,SMALL FORWARD,28,GOLDEN STATE WARRIORS,48,18,1390,244,601,84,224,201,224,37,189,151,50,17,76,107,773
burksal01,Alec Burks,SHOOTING GUARD,28,PHILADELPHIA 76ERS,18,1,364,77,167,32,77,34,41,11,45,38,12,0,15,21,220
burtode02,Deonte Burton,SMALL FORWARD,26,OKLAHOMA CITY THUNDER,39,0,356,43,125,10,53,8,14,7,50,17,7,10,19,34,104
butleji01,Jimmy Butler,SMALL FORWARD,30,MIAMI HEAT,58,58,1959,345,758,29,119,438,525,106,280,350,103,32,127,81,1157
cabocbr01,Bruno Caboclo,CENTER,24,MEMPHIS GRIZZLIES,22,0,192,28,69,4,25,2,3,17,27,10,10,12,7,23,62
cabocbr01,Bruno Caboclo,CENTER,24,HOUSTON ROCKETS,8,0,52,10,20,2,8,6,6,6,10,2,5,5,6,8,28
cacokde01,Devontae Cacok,CENTER,23,LOS ANGELES LAKERS,1,0,9,3,6,0,0,0,0,2,3,1,0,0,0,0,6
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,26,LOS ANGELES LAKERS,69,26,1762,237,507,92,239,79,102,38,104,111,57,14,62,128,645
cancavl01,Vlatko Čančar,POWER FORWARD,22,DENVER NUGGETS,14,0,45,6,15,1,6,4,4,5,5,3,1,1,3,7,17
capelca01,Clint Capela,CENTER,25,HOUSTON ROCKETS,39,39,1279,244,388,0,0,55,104,168,369,48,33,72,63,102,543
carrode01,DeMarre Carroll,SMALL FORWARD,33,SAN ANTONIO SPURS,15,0,135,9,29,3,13,12,20,7,24,11,2,2,10,20,33
carrode01,DeMarre Carroll,CENTER,33,HOUSTON ROCKETS,9,0,155,16,37,5,20,17,22,5,19,14,6,3,7,12,54
carteje01,Jevon Carter,POINT GUARD,24,PHOENIX SUNS,58,2,945,101,243,62,146,23,27,30,88,84,47,17,32,86,287
cartevi01,Vince Carter,POWER FORWARD,43,ATLANTA HAWKS,60,0,876,107,304,61,202,23,29,18,106,48,23,25,33,90,298
cartewe01,Wendell Carter Jr.,CENTER,20,CHICAGO BULLS,43,43,1256,183,343,6,29,112,152,139,266,51,33,36,72,162,484
cartemi01,Michael Carter-Williams,SHOOTING GUARD,28,ORLANDO MAGIC,45,0,833,111,260,22,75,79,95,46,101,109,49,22,52,87,323
carusal01,Alex Caruso,POINT GUARD,25,LOS ANGELES LAKERS,64,2,1175,120,291,40,120,69,94,17,106,124,70,18,53,98,349
caulewi01,Willie Cauley-Stein,CENTER,26,GOLDEN STATE WARRIORS,41,37,940,144,257,0,0,35,57,71,184,60,45,50,35,102,323
caulewi01,Willie Cauley-Stein,CENTER,26,DALLAS MAVERICKS,13,2,157,31,45,0,1,5,9,13,47,10,4,11,5,19,67
chandty01,Tyson Chandler,CENTER,37,HOUSTON ROCKETS,26,5,219,14,18,0,0,6,13,25,41,6,6,8,8,32,34
chandwi01,Wilson Chandler,POWER FORWARD,32,BROOKLYN NETS,35,3,734,74,183,37,121,20,23,11,134,39,16,12,34,79,205
chealjo01,Joe Chealey,POINT GUARD,24,CHARLOTTE HORNETS,4,0,33,0,7,0,4,2,2,0,0,1,4,0,2,2,2
cheatzy01,Zylan Cheatham,POWER FORWARD,24,NEW ORLEANS PELICANS,4,0,51,6,9,0,1,0,0,3,6,3,1,1,4,10,12
chiozch01,Chris Chiozza,POINT GUARD,24,WASHINGTON WIZARDS,10,0,123,10,34,7,16,0,0,0,15,28,10,2,9,12,27
chiozch01,Chris Chiozza,POINT GUARD,24,BROOKLYN NETS,18,2,278,45,106,20,56,5,5,9,29,55,11,2,23,25,115
chrisma01,Marquese Chriss,POWER FORWARD,22,GOLDEN STATE WARRIORS,59,21,1196,210,385,8,39,120,156,114,251,114,39,62,78,122,548
clarkga01,Gary Clark,POWER FORWARD,25,HOUSTON ROCKETS,18,0,212,23,59,18,51,6,7,11,29,12,2,7,2,21,70
clarkga01,Gary Clark,SMALL FORWARD,25,ORLANDO MAGIC,24,5,355,31,74,21,60,3,3,26,44,5,4,15,8,25,86
clarkbr01,Brandon Clarke,POWER FORWARD,23,MEMPHIS GRIZZLIES,58,4,1300,296,479,23,64,85,112,92,253,81,32,48,55,100,700
clarkjo01,Jordan Clarkson,SHOOTING GUARD,27,CLEVELAND CAVALIERS,29,0,666,144,326,59,159,76,86,21,48,70,17,8,39,33,423
clarkjo01,Jordan Clarkson,SHOOTING GUARD,27,UTAH JAZZ,42,2,1039,250,541,93,254,62,79,29,89,66,29,8,58,75,655
claxtni01,Nic Claxton,CENTER,20,BROOKLYN NETS,15,0,187,27,48,1,7,11,21,19,25,16,1,8,9,14,66
clemoch01,Chris Clemons,SHOOTING GUARD,22,HOUSTON ROCKETS,33,0,291,57,142,37,107,10,11,4,26,27,9,6,19,26,161
clevean01,Antonius Cleveland,SHOOTING GUARD,25,DALLAS MAVERICKS,11,0,46,4,14,0,3,3,5,2,5,1,1,3,2,8,11
coffeam01,Amir Coffey,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,18,1,159,23,54,6,19,6,11,4,12,14,5,2,8,20,58
collijo01,John Collins,POWER FORWARD,22,ATLANTA HAWKS,41,41,1363,353,605,59,147,120,150,116,300,60,31,66,75,138,885
colliza01,Zach Collins,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,11,11,290,32,68,7,19,6,8,25,44,16,5,5,14,36,77
conlemi01,Mike Conley,POINT GUARD,32,UTAH JAZZ,47,41,1363,232,567,96,256,115,139,33,118,208,36,5,92,104,675
connapa01,Pat Connaughton,SHOOTING GUARD,27,MILWAUKEE BUCKS,67,4,1243,137,301,55,166,31,40,60,224,107,25,31,52,70,360
cookqu01,Quinn Cook,POINT GUARD,26,LOS ANGELES LAKERS,44,1,508,91,214,31,85,11,14,11,40,49,12,2,33,27,224
cookty01,Tyler Cook,POWER FORWARD,22,CLEVELAND CAVALIERS,11,0,35,7,10,0,0,5,6,4,6,1,1,0,1,4,19
cookty01,Tyler Cook,SMALL FORWARD,22,DENVER NUGGETS,2,0,19,1,2,0,0,2,2,2,2,0,2,0,2,1,4
covinro01,Robert Covington,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,48,47,1411,216,496,108,312,75,94,36,251,56,80,45,73,148,615
covinro01,Robert Covington,CENTER,29,HOUSTON ROCKETS,22,21,726,89,227,53,168,24,30,27,149,32,35,48,30,72,255
crabbal01,Allen Crabbe,SHOOTING GUARD,27,ATLANTA HAWKS,28,1,522,52,143,30,93,9,12,10,55,28,15,4,12,36,143
crabbal01,Allen Crabbe,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,9,0,131,11,34,6,26,1,2,1,11,5,0,0,5,11,29
craigto01,Torrey Craig,SMALL FORWARD,29,DENVER NUGGETS,58,27,1072,124,269,45,138,22,36,63,126,47,23,36,25,135,315
crawfja01,Jamal Crawford,SHOOTING GUARD,39,BROOKLYN NETS,1,0,6,2,4,1,2,0,0,0,0,3,0,0,0,1,5
crowdja01,Jae Crowder,SMALL FORWARD,29,MEMPHIS GRIZZLIES,45,45,1322,147,399,78,266,75,95,40,237,125,47,14,54,85,447
crowdja01,Jae Crowder,POWER FORWARD,29,MIAMI HEAT,20,8,553,79,164,57,128,22,30,12,95,36,25,10,15,58,237
culveja01,Jarrett Culver,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,63,35,1506,230,569,66,221,54,117,70,142,110,57,38,81,125,580
curryse01,Seth Curry,SHOOTING GUARD,29,DALLAS MAVERICKS,64,25,1576,284,574,145,321,80,97,27,118,124,38,9,62,113,793
curryst01,Stephen Curry,POINT GUARD,31,GOLDEN STATE WARRIORS,5,5,139,33,82,12,49,26,26,4,22,33,5,2,16,11,104
danietr01,Troy Daniels,SHOOTING GUARD,28,LOS ANGELES LAKERS,41,0,456,62,158,40,112,10,16,12,34,14,8,3,9,30,174
danietr01,Troy Daniels,SHOOTING GUARD,28,DENVER NUGGETS,6,0,76,10,28,6,20,0,0,0,6,3,3,0,3,7,26
davisan02,Anthony Davis,POWER FORWARD,26,LOS ANGELES LAKERS,62,62,2131,551,1096,72,218,444,525,142,435,200,91,143,154,156,1618
davised01,Ed Davis,CENTER,30,UTAH JAZZ,28,1,303,22,46,0,0,7,14,35,70,12,11,9,13,61,51
daviste02,Terence Davis,SHOOTING GUARD,22,TORONTO RAPTORS,72,4,1209,199,436,94,242,51,59,50,187,115,39,14,76,124,543
dedmode01,Dewayne Dedmon,CENTER,30,SACRAMENTO KINGS,34,10,541,69,171,14,71,23,28,46,121,15,15,26,47,93,175
dedmode01,Dewayne Dedmon,CENTER,30,ATLANTA HAWKS,10,8,233,33,84,8,36,7,8,14,68,7,10,15,10,40,81
dellama01,Matthew Dellavedova,POINT GUARD,29,CLEVELAND CAVALIERS,57,4,821,62,175,21,91,32,37,18,57,180,20,2,59,78,177
derozde01,DeMar DeRozan,SMALL FORWARD,30,SAN ANTONIO SPURS,68,68,2316,557,1049,9,35,381,451,44,331,380,70,20,164,180,1504
diallch01,Cheick Diallo,CENTER,23,PHOENIX SUNS,47,2,479,92,142,1,3,34,39,30,101,22,11,12,32,55,219
diallha01,Hamidou Diallo,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,46,3,896,132,296,16,57,38,63,44,123,36,37,9,51,101,318
dienggo01,Gorgui Dieng,CENTER,30,MINNESOTA TIMBERWOLVES,46,17,778,124,277,46,120,47,59,73,183,58,37,42,44,89,341
dienggo01,Gorgui Dieng,CENTER,30,MEMPHIS GRIZZLIES,17,0,318,42,87,8,32,31,42,18,80,15,14,17,16,35,123
dinwisp01,Spencer Dinwiddie,POINT GUARD,26,BROOKLYN NETS,64,49,1994,424,1021,123,400,347,446,32,189,432,40,21,174,180,1318
divindo01,Donte DiVincenzo,SHOOTING GUARD,23,MILWAUKEE BUCKS,66,24,1520,232,510,83,247,63,86,66,252,154,85,20,90,113,610
doncilu01,Luka Dončić,POINT GUARD,20,DALLAS MAVERICKS,61,61,2047,581,1255,171,541,426,562,78,495,538,62,14,260,153,1759
dortlu01,Luguentz Dort,SMALL FORWARD,20,OKLAHOMA CITY THUNDER,36,28,820,86,218,30,101,42,53,24,57,27,31,4,22,97,244
dotsoda01,Damyean Dotson,SHOOTING GUARD,25,NEW YORK KNICKS,48,0,836,120,290,59,163,22,33,10,81,57,23,4,21,44,321
doumbse01,Sekou Doumbouya,POWER FORWARD,19,DETROIT PISTONS,38,19,754,92,236,28,98,31,46,20,98,19,20,8,35,80,243
doziepj01,PJ Dozier,SHOOTING GUARD,23,DENVER NUGGETS,29,0,412,65,157,17,49,21,29,10,45,63,14,6,27,45,168
dragigo01,Goran Dragić,POINT GUARD,33,MIAMI HEAT,59,3,1663,319,724,124,338,191,246,29,158,301,40,10,144,124,953
drumman01,Andre Drummond,CENTER,26,DETROIT PISTONS,49,48,1654,360,679,1,21,149,255,226,549,138,97,82,174,176,870
drumman01,Andre Drummond,CENTER,26,CLEVELAND CAVALIERS,8,8,225,58,105,4,14,20,39,24,65,14,12,11,29,25,140
dudleja01,Jared Dudley,POWER FORWARD,34,LOS ANGELES LAKERS,45,1,364,24,60,18,42,2,2,6,46,28,15,3,8,41,68
dunnkr01,Kris Dunn,POINT GUARD,25,CHICAGO BULLS,51,32,1269,152,342,29,112,40,54,23,163,173,101,17,68,158,373
edwarca01,Carsen Edwards,SHOOTING GUARD,21,BOSTON CELTICS,37,0,351,42,128,24,76,13,19,6,41,24,12,4,15,34,121
ellenhe01,Henry Ellenson,CENTER,23,BROOKLYN NETS,5,0,15,1,7,0,4,0,0,2,4,1,0,0,0,1,2
ellinwa01,Wayne Ellington,SHOOTING GUARD,32,NEW YORK KNICKS,36,1,558,61,174,50,143,11,13,4,61,44,13,4,18,41,183
embiijo01,Joel Embiid,CENTER,25,PHILADELPHIA 76ERS,51,51,1506,382,801,57,172,351,435,141,452,152,45,65,159,174,1172
ennisja01,James Ennis III,SMALL FORWARD,29,PHILADELPHIA 76ERS,49,0,776,100,226,37,106,48,61,48,102,41,23,14,31,85,285
ennisja01,James Ennis III,SHOOTING GUARD,29,ORLANDO MAGIC,20,18,489,60,133,18,63,31,37,23,72,22,12,8,27,52,169
eubandr01,Drew Eubanks,CENTER,22,SAN ANTONIO SPURS,22,3,272,43,67,1,1,20,26,28,57,15,5,17,21,37,107
evansja02,Jacob Evans,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,27,1,414,45,133,13,38,25,29,9,32,31,11,12,25,41,128
evansja02,Jacob Evans,SHOOTING GUARD,22,MINNESOTA TIMBERWOLVES,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
exumda01,Dante Exum,SHOOTING GUARD,24,UTAH JAZZ,11,0,83,10,23,2,6,2,2,3,9,7,1,2,10,8,24
exumda01,Dante Exum,SHOOTING GUARD,24,CLEVELAND CAVALIERS,24,1,402,46,96,13,37,30,41,9,46,33,12,6,21,30,135
fallta01,Tacko Fall,CENTER,24,BOSTON CELTICS,7,0,33,11,14,0,0,1,3,1,14,1,1,4,3,7,23
favorde01,Derrick Favors,CENTER,28,NEW ORLEANS PELICANS,51,49,1243,209,339,1,7,40,71,163,338,81,30,46,55,107,459
feliccr01,Cristiano Felício,CENTER,27,CHICAGO BULLS,22,0,386,34,54,0,2,18,23,55,47,16,10,2,18,34,86
fergute01,Terrance Ferguson,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,56,38,1257,78,220,49,168,15,20,23,51,51,27,17,31,155,220
fernabr01,Bruno Fernando,CENTER,21,ATLANTA HAWKS,56,13,713,103,199,5,37,29,51,67,131,49,18,17,42,107,240
ferreyo01,Yogi Ferrell,POINT GUARD,26,SACRAMENTO KINGS,50,0,530,79,188,24,79,36,42,6,43,69,18,4,28,38,218
finnedo01,Dorian Finney-Smith,POWER FORWARD,26,DALLAS MAVERICKS,71,68,2120,243,522,114,303,78,108,145,260,114,45,39,69,178,678
forbebr01,Bryn Forbes,SHOOTING GUARD,26,SAN ANTONIO SPURS,63,62,1579,242,581,148,381,75,90,12,114,108,33,0,57,113,707
fournev01,Evan Fournier,SMALL FORWARD,27,ORLANDO MAGIC,66,66,2076,434,929,173,434,180,220,18,153,209,71,15,125,161,1221
foxde01,De'Aaron Fox,POINT GUARD,22,SACRAMENTO KINGS,51,49,1634,391,815,54,185,241,342,35,161,348,74,25,158,145,1077
frazime01,Melvin Frazier,SHOOTING GUARD,23,ORLANDO MAGIC,19,0,126,15,34,8,16,2,4,2,8,3,9,2,5,11,40
frazimi01,Michael Frazier,SHOOTING GUARD,25,HOUSTON ROCKETS,13,0,145,7,29,4,23,9,14,1,9,2,2,0,5,22,27
