slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
abdelal01,Alaa Abdelnaby,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,43,0,290,55,116,0,0,25,44,27,62,12,4,12,22,39,135
abdulma02,Mahmoud Abdul-Rauf,POINT GUARD,21,DENVER NUGGETS,67,19,1505,417,1009,24,100,84,98,34,87,206,55,4,110,149,942
acresma01,Mark Acres,CENTER,28,ORLANDO MAGIC,68,0,1313,109,214,1,3,66,101,140,219,25,25,25,42,218,285
adamsmi01,Michael Adams,POINT GUARD,28,DENVER NUGGETS,66,66,2346,560,1421,167,564,465,529,58,198,693,147,6,240,162,1752
aguirma01,Mark Aguirre,SMALL FORWARD,31,DETROIT PISTONS,78,13,2006,420,909,24,78,240,317,134,240,139,47,20,128,209,1104
aingeda01,Danny Ainge,SHOOTING GUARD,31,PORTLAND TRAIL BLAZERS,80,0,1710,337,714,102,251,114,138,45,160,285,63,13,100,195,890
alarima01,Mark Alarie,POWER FORWARD,27,WASHINGTON BULLETS,42,1,587,99,225,5,21,41,48,41,76,45,15,8,40,88,244
alforst01,Steve Alford,POINT GUARD,26,DALLAS MAVERICKS,34,0,236,59,117,7,23,26,31,10,14,22,8,1,16,11,151
andergr01,Greg Anderson,POWER FORWARD,26,MILWAUKEE BUCKS,26,0,247,27,73,0,1,16,28,26,49,3,8,9,22,29,70
andergr01,Greg Anderson,POWER FORWARD,26,NEW JERSEY NETS,1,0,18,4,4,0,0,0,0,4,2,1,2,0,1,4,8
andergr01,Greg Anderson,POWER FORWARD,26,DENVER NUGGETS,41,2,659,85,193,0,0,44,87,67,170,12,25,36,61,107,214
anderni01,Nick Anderson,SHOOTING GUARD,23,ORLANDO MAGIC,70,42,1971,400,857,17,58,173,259,92,294,106,74,44,113,145,990
anderro01,Ron Anderson,SMALL FORWARD,32,PHILADELPHIA 76ERS,82,13,2340,512,1055,9,43,165,198,103,264,115,65,13,100,163,1198
anderwi01,Willie Anderson,SHOOTING GUARD,24,SAN ANTONIO SPURS,75,75,2592,453,991,7,35,170,213,68,283,358,79,46,167,226,1083
anslemi01,Michael Ansley,SMALL FORWARD,23,ORLANDO MAGIC,67,1,877,144,263,0,0,91,127,122,131,25,27,7,32,125,379
armstbj01,B.J. Armstrong,POINT GUARD,23,CHICAGO BULLS,82,0,1731,304,632,15,30,97,111,25,124,301,70,4,107,118,720
askewvi01,Vincent Askew,SHOOTING GUARD,24,GOLDEN STATE WARRIORS,7,0,85,12,25,0,0,9,11,7,4,13,2,0,6,21,33
askinke01,Keith Askins,SMALL FORWARD,23,MIAMI HEAT,39,1,266,34,81,6,25,12,25,30,38,19,16,13,11,46,86
babicmi01,Miloš Babić,POWER FORWARD,22,CLEVELAND CAVALIERS,12,0,52,6,19,0,0,7,12,6,3,4,1,1,5,7,19
baileth01,Thurl Bailey,POWER FORWARD,29,UTAH JAZZ,82,22,2486,399,872,0,3,219,271,101,306,124,53,91,130,160,1017
ballce01,Cedric Ball,POWER FORWARD,22,LOS ANGELES CLIPPERS,7,0,26,3,8,0,0,2,2,5,6,0,0,2,2,5,8
bannike01,Ken Bannister,POWER FORWARD,30,LOS ANGELES CLIPPERS,47,3,339,43,81,0,1,25,65,34,62,9,5,7,25,73,111
barklch01,Charles Barkley,SMALL FORWARD,27,PHILADELPHIA 76ERS,67,67,2498,665,1167,44,155,475,658,258,422,284,110,33,210,173,1849
barroda01,Dana Barros,POINT GUARD,23,SEATTLE SUPERSONICS,66,0,750,154,311,32,81,78,85,17,54,111,23,1,54,40,418
battljo01,John Battle,SHOOTING GUARD,28,ATLANTA HAWKS,79,2,1863,397,862,14,49,270,316,34,125,217,45,6,113,145,1078
battlke01,Kenny Battle,SHOOTING GUARD,26,PHOENIX SUNS,16,4,263,38,86,0,2,20,29,21,32,15,19,6,17,25,96
battlke01,Kenny Battle,SHOOTING GUARD,26,DENVER NUGGETS,40,4,682,95,196,3,22,50,64,62,61,47,41,12,36,83,243
bedfowi01,William Bedford,CENTER,27,DETROIT PISTONS,60,4,562,106,242,5,13,55,78,55,76,32,2,36,32,76,272
benjabe01,Benoit Benjamin,CENTER,26,LOS ANGELES CLIPPERS,39,38,1337,229,465,0,0,123,169,95,374,74,26,91,138,110,581
benjabe01,Benoit Benjamin,CENTER,26,SEATTLE SUPERSONICS,31,27,899,157,313,0,0,87,126,62,192,45,28,54,97,74,401
bennewi01,Winston Bennett,SMALL FORWARD,25,CLEVELAND CAVALIERS,27,13,334,40,107,0,0,35,47,30,34,28,8,2,20,50,115
birdla01,Larry Bird,SMALL FORWARD,34,BOSTON CELTICS,60,60,2277,462,1017,77,198,163,183,53,456,431,108,58,187,118,1164
blackro01,Rolando Blackman,SHOOTING GUARD,31,DALLAS MAVERICKS,80,80,2965,634,1316,40,114,282,326,63,193,301,69,19,159,153,1590
blankla01,Lance Blanks,SHOOTING GUARD,24,DETROIT PISTONS,38,0,214,26,61,2,16,10,14,4,16,26,9,2,18,35,64
blaylmo01,Mookie Blaylock,POINT GUARD,23,NEW JERSEY NETS,72,70,2585,432,1039,14,91,139,176,67,182,441,169,40,207,180,1017
boguemu01,Muggsy Bogues,POINT GUARD,26,CHARLOTTE HORNETS,81,46,2299,241,524,0,12,86,108,58,158,669,137,3,120,160,568
bolma01,Manute Bol,CENTER,28,PHILADELPHIA 76ERS,82,6,1522,65,164,1,14,24,41,66,284,20,16,247,63,184,155
bonnean01,Anthony Bonner,POWER FORWARD,22,SACRAMENTO KINGS,34,6,750,103,230,0,0,44,76,59,102,49,39,5,41,62,250
bowiesa01,Sam Bowie,CENTER,29,NEW JERSEY NETS,62,51,1916,314,723,4,22,169,231,176,304,147,43,90,141,175,801
breuera01,Randy Breuer,CENTER,30,MINNESOTA TIMBERWOLVES,73,44,1505,197,435,0,0,35,79,114,231,73,35,80,69,132,429
brickfr01,Frank Brickowski,POWER FORWARD,31,MILWAUKEE BUCKS,75,73,1912,372,706,0,2,198,248,129,297,131,86,43,160,255,942
brooksc01,Scott Brooks,POINT GUARD,25,MINNESOTA TIMBERWOLVES,80,0,980,159,370,45,135,61,72,28,44,204,53,5,51,122,424
brownch01,Chucky Brown,SMALL FORWARD,22,CLEVELAND CAVALIERS,74,51,1485,263,502,0,4,101,144,78,135,80,26,24,94,130,627
brownde01,Dee Brown,POINT GUARD,22,BOSTON CELTICS,82,5,1945,284,612,7,34,137,157,41,141,344,83,14,137,161,712
brownmi01,Mike Brown,CENTER,27,UTAH JAZZ,82,2,1391,129,284,0,0,132,178,109,228,49,29,24,82,166,390
brownto01,Tony Brown,SMALL FORWARD,30,LOS ANGELES LAKERS,7,0,27,2,3,1,1,0,0,0,4,3,0,0,4,8,5
brownto01,Tony Brown,SHOOTING GUARD,30,UTAH JAZZ,23,0,267,28,77,2,11,20,23,24,15,13,4,0,12,39,78
bryanma01,Mark Bryant,POWER FORWARD,25,PORTLAND TRAIL BLAZERS,53,0,781,99,203,0,1,74,101,65,125,27,15,12,33,120,272
buechju01,Jud Buechler,SMALL FORWARD,22,NEW JERSEY NETS,74,10,859,94,226,1,4,43,66,61,80,51,33,15,26,79,232
bullama01,Matt Bullard,POWER FORWARD,23,HOUSTON ROCKETS,18,0,63,14,31,0,3,11,17,6,8,2,3,0,3,10,39
burtowi01,Willie Burton,SMALL FORWARD,22,MIAMI HEAT,76,26,1928,341,773,4,30,229,293,111,151,107,72,24,144,275,915
butlegr01,Greg Butler,CENTER,24,LOS ANGELES CLIPPERS,9,0,37,5,19,0,0,4,6,8,8,1,0,0,4,9,14
cagemi01,Michael Cage,CENTER,29,SEATTLE SUPERSONICS,82,55,2141,226,445,0,3,70,112,177,381,89,85,58,83,194,522
caldwad01,Adrian Caldwell,POWER FORWARD,24,HOUSTON ROCKETS,42,0,343,35,83,0,1,7,17,43,57,8,19,10,30,35,77
callori01,Rick Calloway,SHOOTING GUARD,24,SACRAMENTO KINGS,64,0,678,75,192,0,2,55,79,25,53,61,22,7,51,98,205
campbel01,Elden Campbell,POWER FORWARD,22,LOS ANGELES LAKERS,52,0,380,56,123,0,0,32,49,40,56,10,11,38,16,71,144
campbto01,Tony Campbell,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,77,71,2893,652,1502,16,61,358,446,161,185,214,121,48,190,204,1678
carran01,Antoine Carr,POWER FORWARD,29,SACRAMENTO KINGS,77,48,2527,628,1228,0,3,295,389,163,257,191,45,101,171,315,1551
carrojo01,Joe Barry Carroll,CENTER,32,PHOENIX SUNS,11,0,96,13,36,0,0,11,12,3,21,11,1,8,12,18,37
cartwbi01,Bill Cartwright,CENTER,33,CHICAGO BULLS,79,79,2273,318,649,0,0,124,178,167,319,126,32,15,113,167,760
catlete01,Terry Catledge,POWER FORWARD,27,ORLANDO MAGIC,51,38,1459,292,632,0,5,161,258,168,187,58,34,9,107,113,745
causwdu01,Duane Causwell,CENTER,22,SACRAMENTO KINGS,76,55,1719,210,413,0,0,105,165,141,250,69,49,148,96,225,525
cebalce01,Cedric Ceballos,SMALL FORWARD,21,PHOENIX SUNS,63,0,730,204,419,1,6,110,166,77,73,35,22,5,69,70,519
chambto01,Tom Chambers,POWER FORWARD,31,PHOENIX SUNS,76,75,2475,556,1271,20,73,379,459,104,386,194,65,52,177,235,1511
chapmre01,Rex Chapman,POINT GUARD,23,CHARLOTTE HORNETS,70,68,2100,410,922,48,148,234,282,45,146,250,73,16,131,167,1102
cheekma01,Maurice Cheeks,POINT GUARD,34,NEW YORK KNICKS,76,64,2147,241,483,5,20,105,129,22,151,435,128,10,108,138,592
chievde01,Derrick Chievous,SMALL FORWARD,23,CLEVELAND CAVALIERS,18,0,110,17,46,0,0,9,16,11,7,2,3,1,6,16,43
cofferi01,Richard Coffey,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,52,1,320,28,75,0,1,12,22,42,37,3,6,4,5,45,68
colemde01,Derrick Coleman,POWER FORWARD,23,NEW JERSEY NETS,74,68,2602,514,1100,13,38,323,442,269,490,163,71,99,217,217,1364
colesbi01,Bimbo Coles,POINT GUARD,22,MIAMI HEAT,82,9,1355,162,393,6,34,71,95,56,97,232,65,12,98,149,401
coltest01,Steve Colter,POINT GUARD,28,SACRAMENTO KINGS,19,0,251,23,56,5,14,7,10,5,21,37,11,1,11,27,58
connele01,Lester Conner,POINT GUARD,31,NEW JERSEY NETS,35,2,489,58,111,0,2,29,42,11,46,58,37,1,27,38,145
connele01,Lester Conner,POINT GUARD,31,MILWAUKEE BUCKS,39,2,519,38,96,0,3,39,52,10,45,107,48,1,31,37,115
