slug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
cagemi01,Michael Cage,CENTER,33,CLEVELAND CAVALIERS,82,21,2040,177,340,0,2,53,88,203,361,56,61,67,56,149,407
caldwad01,Adrian Caldwell,POWER FORWARD,28,HOUSTON ROCKETS,7,0,30,1,4,0,0,3,6,1,9,0,1,0,1,6,5
campbel01,Elden Campbell,POWER FORWARD,26,LOS ANGELES LAKERS,73,59,2076,360,785,0,1,193,290,168,277,92,69,132,98,246,913
campbto01,Tony Campbell,SMALL FORWARD,32,CLEVELAND CAVALIERS,78,0,1128,161,392,15,42,132,159,60,93,69,32,8,65,122,469
carran01,Antoine Carr,CENTER,33,UTAH JAZZ,78,4,1677,290,546,1,4,165,201,81,184,67,24,68,87,253,746
cartwbi01,Bill Cartwright,CENTER,37,SEATTLE SUPERSONICS,29,19,430,27,69,0,0,15,24,25,62,10,6,3,18,70,69
cassesa01,Sam Cassell,POINT GUARD,25,HOUSTON ROCKETS,82,1,1882,253,593,63,191,214,254,38,173,405,94,14,167,209,783
causwdu01,Duane Causwell,CENTER,26,SACRAMENTO KINGS,58,24,820,76,147,0,1,57,98,57,117,15,14,80,33,146,209
cebalce01,Cedric Ceballos,SMALL FORWARD,25,LOS ANGELES LAKERS,58,54,2029,497,977,58,146,209,292,169,295,105,60,19,143,131,1261
chambto01,Tom Chambers,POWER FORWARD,35,UTAH JAZZ,81,4,1240,195,427,4,24,109,135,66,147,73,25,30,52,173,503
chapmre01,Rex Chapman,SHOOTING GUARD,27,WASHINGTON BULLETS,45,29,1468,254,639,86,274,137,159,23,90,128,67,15,62,85,731
cheanca01,Calbert Cheaney,SHOOTING GUARD,23,WASHINGTON BULLETS,78,71,2651,512,1129,96,283,173,213,105,216,177,80,21,151,215,1293
chilcpe01,Pete Chilcutt,POWER FORWARD,26,HOUSTON ROCKETS,68,17,1347,146,328,35,86,31,42,106,211,66,25,43,61,117,358
childch01,Chris Childs,POINT GUARD,27,NEW JERSEY NETS,53,11,1021,106,279,41,125,55,73,14,55,219,42,3,76,116,308
chrisdo01,Doug Christie,SHOOTING GUARD,24,NEW YORK KNICKS,12,0,79,5,22,1,7,4,5,3,10,8,2,1,13,18,15
colemde01,Derrick Coleman,POWER FORWARD,27,NEW JERSEY NETS,56,54,2103,371,875,28,120,376,490,167,424,187,35,94,172,162,1146
colesbi01,Bimbo Coles,POINT GUARD,26,MIAMI HEAT,68,65,2207,261,607,16,76,141,174,46,145,416,99,13,156,185,679
coltest01,Steve Colter,POINT GUARD,32,CLEVELAND CAVALIERS,57,7,752,67,169,8,35,54,71,13,46,101,30,6,36,53,196
conloma01,Marty Conlon,CENTER,27,MILWAUKEE BUCKS,82,3,2064,344,647,8,29,119,194,160,266,110,42,18,123,218,815
connele01,Lester Conner,SHOOTING GUARD,35,LOS ANGELES LAKERS,2,0,5,0,0,0,0,2,2,0,0,0,1,0,0,3,2
corbity01,Tyrone Corbin,SMALL FORWARD,32,ATLANTA HAWKS,81,4,1389,205,464,14,56,78,114,98,164,67,55,16,74,161,502
crottjo01,John Crotty,POINT GUARD,25,UTAH JAZZ,80,0,1019,93,231,11,36,98,121,27,70,205,39,6,70,105,295
crowdco01,Corey Crowder,SMALL FORWARD,25,SAN ANTONIO SPURS,7,0,29,2,10,0,4,2,6,1,2,1,1,0,2,1,6
cummite01,Terry Cummings,POWER FORWARD,33,SAN ANTONIO SPURS,76,20,1273,224,464,0,0,72,123,138,240,59,36,19,95,188,520
curlebi01,Bill Curley,POWER FORWARD,22,DETROIT PISTONS,53,1,595,58,134,0,0,27,36,54,70,25,21,21,25,128,143
curryde01,Dell Curry,SHOOTING GUARD,30,CHARLOTTE HORNETS,69,0,1718,343,778,154,361,95,111,41,127,113,55,18,98,144,935
daniell01,Lloyd Daniels,SHOOTING GUARD,27,PHILADELPHIA 76ERS,5,0,63,9,27,3,14,2,2,2,5,4,2,0,8,8,23
daniell01,Lloyd Daniels,SHOOTING GUARD,27,LOS ANGELES LAKERS,25,14,541,71,182,23,86,20,25,27,29,36,20,10,23,40,185
dareyi01,Yinka Dare,CENTER,22,NEW JERSEY NETS,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,2,0
davisan01,Antonio Davis,POWER FORWARD,26,INDIANA PACERS,44,1,1030,109,245,0,0,117,174,105,175,25,19,29,64,134,335
davisda01,Dale Davis,POWER FORWARD,25,INDIANA PACERS,74,70,2346,324,576,0,1,138,259,259,437,58,72,116,124,222,786
davishu01,Hubert Davis,SHOOTING GUARD,24,NEW YORK KNICKS,82,4,1697,296,617,131,288,97,120,30,80,150,35,11,87,146,820
daviste01,Terry Davis,POWER FORWARD,27,DALLAS MAVERICKS,46,2,580,49,113,0,2,42,66,63,93,10,6,3,30,76,140
dawkijo01,Johnny Dawkins,POINT GUARD,31,DETROIT PISTONS,50,9,1170,125,270,25,73,50,55,28,85,205,52,1,86,74,325
dawsoto01,Tony Dawson,SMALL FORWARD,27,BOSTON CELTICS,2,0,13,3,8,1,3,1,1,0,3,1,0,0,2,4,8
dayto01,Todd Day,SHOOTING GUARD,25,MILWAUKEE BUCKS,82,81,2717,445,1049,163,418,257,341,95,227,134,104,63,157,283,1310
deherte01,Terry Dehere,POINT GUARD,23,LOS ANGELES CLIPPERS,80,28,1774,279,685,48,163,229,292,35,117,225,45,7,157,200,835
delnevi01,Vinny Del Negro,SHOOTING GUARD,28,SAN ANTONIO SPURS,75,71,2360,372,766,66,162,128,162,28,164,226,61,14,56,179,938
delebi01,Bison Dele,CENTER,25,DENVER NUGGETS,63,10,1261,196,333,0,0,106,162,98,200,53,38,43,114,210,498
divacvl01,Vlade Divac,CENTER,26,LOS ANGELES LAKERS,80,80,2807,485,957,10,53,297,382,261,568,329,109,174,205,305,1277
donalja01,James Donaldson,CENTER,37,UTAH JAZZ,43,40,613,44,74,0,0,22,31,19,88,14,6,28,22,66,110
douglsh01,Sherman Douglas,POINT GUARD,28,BOSTON CELTICS,65,43,2048,365,769,20,82,204,296,48,122,446,80,2,162,152,954
dreilgr01,Greg Dreiling,CENTER,32,CLEVELAND CAVALIERS,58,3,483,42,102,0,0,26,41,32,84,22,6,22,25,108,110
drexlcl01,Clyde Drexler,SHOOTING GUARD,32,PORTLAND TRAIL BLAZERS,41,41,1428,305,712,87,240,207,248,84,150,208,74,22,97,117,904
drexlcl01,Clyde Drexler,SHOOTING GUARD,32,HOUSTON ROCKETS,35,34,1300,266,526,60,168,157,194,68,178,154,62,23,89,89,749
duckwke01,Kevin Duckworth,CENTER,30,WASHINGTON BULLETS,40,22,818,118,267,2,10,45,70,65,130,20,21,24,59,110,283
dudlech02,Chris Dudley,CENTER,29,PORTLAND TRAIL BLAZERS,82,82,2245,181,446,0,1,85,183,325,439,34,43,126,81,286,447
dumarjo01,Joe Dumars,SHOOTING GUARD,31,DETROIT PISTONS,67,67,2544,417,970,103,338,277,344,47,111,368,72,7,219,153,1214
dumasri02,Richard Dumas,SMALL FORWARD,25,PHOENIX SUNS,15,1,167,37,73,0,1,8,16,18,11,7,10,2,9,22,82
dumasto01,Tony Dumas,SHOOTING GUARD,22,DALLAS MAVERICKS,58,0,613,96,250,22,73,50,77,32,30,57,13,4,50,78,264
durhapa01,Pat Durham,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,59,2,852,117,237,5,26,63,96,37,57,53,36,32,45,114,302
eacklle01,Ledell Eackles,SHOOTING GUARD,28,MIAMI HEAT,54,6,898,143,326,18,41,91,126,33,62,72,19,2,53,88,395
earlac01,Acie Earl,CENTER,24,BOSTON CELTICS,30,3,208,26,68,0,0,14,29,19,26,2,6,8,14,39,66
edwarbl01,Blue Edwards,SMALL FORWARD,29,BOSTON CELTICS,31,7,507,83,195,11,43,43,48,25,40,47,19,10,39,64,220
edwarbl01,Blue Edwards,SMALL FORWARD,29,UTAH JAZZ,36,0,605,98,198,11,32,32,42,25,40,30,24,6,42,79,239
edwardo01,Doug Edwards,POWER FORWARD,24,ATLANTA HAWKS,38,0,212,22,48,0,1,23,32,19,29,13,5,4,22,30,67
edwarja01,James Edwards,CENTER,39,PORTLAND TRAIL BLAZERS,28,0,266,32,83,0,0,11,17,10,33,8,5,8,14,44,75
edwarke01,Kevin Edwards,SHOOTING GUARD,29,NEW JERSEY NETS,14,14,466,69,154,18,45,40,42,10,27,27,19,5,35,42,196
ehlocr01,Craig Ehlo,SHOOTING GUARD,33,ATLANTA HAWKS,49,0,1166,191,422,51,134,44,71,55,92,113,46,6,73,86,477
eisleho01,Howard Eisley,POINT GUARD,22,MINNESOTA TIMBERWOLVES,34,4,496,37,105,8,32,31,40,10,32,77,18,5,42,78,113
eisleho01,Howard Eisley,POINT GUARD,22,SAN ANTONIO SPURS,15,0,56,3,17,1,5,0,0,2,4,18,0,1,8,3,7
eliema01,Mario Elie,SMALL FORWARD,31,HOUSTON ROCKETS,81,13,1896,243,487,80,201,144,171,50,146,189,65,12,104,158,710
elliose01,Sean Elliott,SMALL FORWARD,26,SAN ANTONIO SPURS,81,81,2858,502,1072,136,333,326,404,63,224,206,78,38,151,216,1466
ellisda01,Dale Ellis,SMALL FORWARD,34,DENVER NUGGETS,81,3,1996,351,774,106,263,110,127,56,166,57,37,9,81,142,918
ellisha01,Harold Ellis,SMALL FORWARD,24,LOS ANGELES CLIPPERS,69,7,656,91,189,1,13,69,117,56,32,40,67,12,49,102,252
ellisla01,LaPhonso Ellis,POWER FORWARD,24,DENVER NUGGETS,6,0,58,9,25,0,0,6,6,7,10,4,1,5,5,12,24
ellispe01,Pervis Ellison,CENTER,27,BOSTON CELTICS,55,11,1083,152,300,0,2,71,99,124,185,34,22,54,76,179,375
englijo01,Jo Jo English,SHOOTING GUARD,24,CHICAGO BULLS,8,0,127,15,39,3,12,10,13,1,2,7,7,1,6,19,43
ewingpa01,Patrick Ewing,CENTER,32,NEW YORK KNICKS,79,79,2920,730,1452,6,21,420,560,157,710,212,68,159,256,272,1886
ferredu01,Duane Ferrell,SMALL FORWARD,29,INDIANA PACERS,56,1,607,83,173,1,6,64,85,50,38,31,26,6,43,79,231
ferryda01,Danny Ferry,POWER FORWARD,28,CLEVELAND CAVALIERS,82,6,1290,223,500,94,233,74,84,30,113,96,27,22,59,131,614
fishma01,Matt Fish,CENTER,25,LOS ANGELES CLIPPERS,26,8,370,49,103,0,1,25,37,32,52,17,16,7,28,70,123
flemive01,Vern Fleming,POINT GUARD,32,INDIANA PACERS,55,1,686,93,188,0,7,65,90,20,68,109,27,1,43,80,251
floydsl01,Sleepy Floyd,SHOOTING GUARD,34,NEW JERSEY NETS,48,1,831,71,212,25,88,30,43,8,46,126,13,6,51,73,197
fordal01,Alphonso Ford,SHOOTING GUARD,23,PHILADELPHIA 76ERS,5,0,98,9,39,0,9,1,2,8,12,9,1,0,8,5,19
fostegr01,Greg Foster,POWER FORWARD,26,CHICAGO BULLS,17,3,299,41,86,0,0,22,31,18,36,16,2,8,17,54,104
fostegr01,Greg Foster,POWER FORWARD,26,MINNESOTA TIMBERWOLVES,61,0,845,109,232,7,23,56,80,67,138,23,13,20,54,129,281
foxri01,Rick Fox,SMALL FORWARD,25,BOSTON CELTICS,53,7,1039,169,351,31,75,95,123,61,94,139,52,19,78,154,464
gaineco01,Corey Gaines,SHOOTING GUARD,29,PHILADELPHIA 76ERS,11,8,280,24,51,2,15,5,11,1,17,33,8,1,14,23,55
gamblke01,Kevin Gamble,SMALL FORWARD,29,MIAMI HEAT,77,0,1223,220,450,39,98,87,111,29,93,119,52,10,49,130,566
garlawi01,Winston Garland,POINT GUARD,30,MINNESOTA TIMBERWOLVES,73,58,1931,170,410,19,75,89,112,48,120,318,71,13,105,184,448
gatlich01,Chris Gatling,POWER FORWARD,27,GOLDEN STATE WARRIORS,58,22,1470,324,512,0,1,148,250,144,299,51,39,52,117,184,796
gattike01,Kenny Gattison,POWER FORWARD,30,CHARLOTTE HORNETS,21,0,409,47,100,0,1,31,51,21,54,17,7,15,22,64,125
geigema01,Matt Geiger,CENTER,25,MIAMI HEAT,74,43,1712,260,485,4,10,93,143,146,267,55,41,51,113,245,617
georgta01,Tate George,SHOOTING GUARD,26,MILWAUKEE BUCKS,3,0,8,1,3,0,1,2,2,1,0,0,0,0,2,1,4
gillke01,Kendall Gill,SHOOTING GUARD,26,SEATTLE SUPERSONICS,73,58,2125,392,858,63,171,155,209,99,191,192,117,28,138,186,1002
gilliar01,Armen Gilliam,POWER FORWARD,30,NEW JERSEY NETS,82,30,2472,455,905,0,2,302,392,192,421,99,67,89,152,171,1212
grahagr01,Greg Graham,SHOOTING GUARD,24,PHILADELPHIA 76ERS,50,7,775,95,223,6,28,55,73,19,43,66,29,6,48,76,251
grandro01,Ron Grandison,POWER FORWARD,30,NEW YORK KNICKS,2,0,8,1,4,0,0,0,0,3,2,2,0,0,0,2,2
grantbr01,Brian Grant,POWER FORWARD,22,SACRAMENTO KINGS,80,59,2289,413,809,1,4,231,363,207,391,99,49,116,163,276,1058
grantga01,Gary Grant,POINT GUARD,29,LOS ANGELES CLIPPERS,33,2,470,78,166,4,16,45,55,8,27,93,29,3,44,66,205
grantgr01,Greg Grant,POINT GUARD,28,DENVER NUGGETS,14,0,151,10,33,2,7,9,12,2,7,43,6,2,14,20,31
grantha01,Harvey Grant,POWER FORWARD,29,PORTLAND TRAIL BLAZERS,75,14,1771,286,621,8,26,103,146,103,181,82,56,53,62,163,683
grantho01,Horace Grant,POWER FORWARD,29,ORLANDO MAGIC,74,74,2693,401,707,0,8,146,211,223,492,173,76,88,85,203,948
grayeje01,Jeff Grayer,SHOOTING GUARD,29,PHILADELPHIA 76ERS,47,25,1098,163,381,5,15,58,83,58,91,74,27,4,56,80,389
greenac01,A.C. Green,SMALL FORWARD,31,PHOENIX SUNS,82,52,2687,311,617,43,127,251,343,194,475,127,55,31,114,146,916
guglito01,Tom Gugliotta,POWER FORWARD,25,WASHINGTON BULLETS,6,6,226,33,83,4,8,26,33,16,37,18,21,11,15,19,96
guglito01,Tom Gugliotta,POWER FORWARD,25,GOLDEN STATE WARRIORS,40,40,1324,176,397,28,90,55,97,100,197,122,50,23,93,98,435
guglito01,Tom Gugliotta,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,31,17,1018,162,357,28,88,93,122,49,173,139,61,28,81,86,445
guibean01,Andrés Guibert,POWER FORWARD,26,MINNESOTA TIMBERWOLVES,17,0,167,16,47,0,4,13,19,16,29,10,8,1,12,29,45
haleyja01,Jack Haley,POWER FORWARD,31,SAN ANTONIO SPURS,31,0,117,26,61,0,1,21,32,8,19,2,3,5,13,31,73
hammige01,Geert Hammink,CENTER,25,ORLANDO MAGIC,1,0,7,1,3,0,0,2,2,0,2,1,0,0,0,1,4
hammoto01,Tom Hammonds,POWER FORWARD,27,DENVER NUGGETS,70,5,956,139,260,0,1,132,177,55,167,36,11,14,56,132,410
hancoda01,Darrin Hancock,SMALL FORWARD,23,CHARLOTTE HORNETS,46,7,424,68,121,1,3,16,39,14,39,30,19,4,30,48,153
hardaan01,Anfernee Hardaway,POINT GUARD,23,ORLANDO MAGIC,77,77,2901,585,1142,87,249,356,463,139,197,551,130,26,258,158,1613
hardati01,Tim Hardaway,POINT GUARD,28,GOLDEN STATE WARRIORS,62,62,2321,430,1007,168,444,219,288,46,144,578,88,12,214,155,1247
harmoje01,Jerome Harmon,SHOOTING GUARD,25,PHILADELPHIA 76ERS,10,0,158,21,53,1,1,3,6,9,14,12,9,0,7,12,46
harpede01,Derek Harper,POINT GUARD,33,NEW YORK KNICKS,80,80,2716,337,756,106,292,139,192,31,163,458,79,10,151,219,919
harpero01,Ron Harper,SHOOTING GUARD,31,CHICAGO BULLS,77,53,1536,209,491,31,110,81,131,51,129,157,97,27,100,132,530
harrilu01,Lucious Harris,SHOOTING GUARD,24,DALLAS MAVERICKS,79,31,1695,280,610,55,142,136,170,85,135,132,58,14,77,105,751
harrito01,Tony Harris,SHOOTING GUARD,27,BOSTON CELTICS,3,0,18,3,8,0,1,8,9,0,0,0,0,0,1,2,14
harvean01,Antonio Harvey,POWER FORWARD,24,LOS ANGELES LAKERS,59,8,572,77,176,1,1,24,45,39,63,23,15,41,25,87,179
hawkihe01,Hersey Hawkins,SHOOTING GUARD,28,CHARLOTTE HORNETS,82,82,2731,390,809,131,298,261,301,60,254,262,122,18,150,178,1172
hensost01,Steve Henson,POINT GUARD,26,PORTLAND TRAIL BLAZERS,37,0,380,37,86,23,52,22,25,3,23,85,9,0,30,52,119
herreca01,Carl Herrera,POWER FORWARD,28,HOUSTON ROCKETS,61,26,1331,171,327,0,2,73,117,98,180,44,40,38,71,136,415
higgiro01,Rod Higgins,SMALL FORWARD,35,GOLDEN STATE WARRIORS,5,2,46,3,12,1,6,3,4,4,3,3,1,1,1,7,10
higgise01,Sean Higgins,SMALL FORWARD,26,NEW JERSEY NETS,57,7,735,105,273,23,78,35,40,25,52,29,10,9,35,93,268
hillgr01,Grant Hill,SMALL FORWARD,22,DETROIT PISTONS,70,69,2678,508,1064,4,27,374,511,125,320,353,124,62,202,203,1394
hillty01,Tyrone Hill,CENTER,26,CLEVELAND CAVALIERS,70,67,2397,350,694,0,1,263,397,269,496,55,55,41,151,245,963
hodgedo01,Donald Hodge,CENTER,25,DALLAS MAVERICKS,54,0,633,83,204,4,14,39,51,40,82,41,10,14,39,107,209
hornaje01,Jeff Hornacek,SHOOTING GUARD,31,UTAH JAZZ,81,81,2696,482,937,89,219,284,322,53,157,347,129,17,145,181,1337
horryro01,Robert Horry,POWER FORWARD,24,HOUSTON ROCKETS,64,61,2074,240,537,86,227,86,113,81,243,216,94,76,122,161,652
houstal01,Allan Houston,SHOOTING GUARD,23,DETROIT PISTONS,76,39,1996,398,859,158,373,147,171,29,138,164,61,14,113,182,1101
houstby01,Byron Houston,POWER FORWARD,25,SEATTLE SUPERSONICS,39,0,258,49,107,6,22,28,38,20,35,6,13,5,20,50,132
hovasto01,Tom Hovasse,SMALL FORWARD,28,ATLANTA HAWKS,2,0,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0
howarju01,Juwan Howard,POWER FORWARD,21,WASHINGTON BULLETS,65,52,2348,455,931,0,7,194,292,184,361,165,52,15,166,236,1104
humphja01,Jay Humphries,SHOOTING GUARD,32,UTAH JAZZ,12,0,149,4,25,2,3,0,0,2,8,9,7,0,12,25,10
humphja01,Jay Humphries,POINT GUARD,32,BOSTON CELTICS,6,0,52,4,9,0,1,2,4,2,1,10,2,0,5,10,10
hunteli01,Lindsey Hunter,POINT GUARD,24,DETROIT PISTONS,42,26,944,119,318,36,108,40,55,24,51,159,51,7,79,94,314
hurlebo01,Bobby Hurley,POINT GUARD,23,SACRAMENTO KINGS,68,6,1105,103,284,21,76,58,76,14,56,226,29,0,110,79,285
jacksja01,Jaren Jackson,SHOOTING GUARD,27,PHILADELPHIA 76ERS,21,1,257,25,68,4,15,16,24,18,24,19,9,5,17,33,70
jacksji01,Jim Jackson,SHOOTING GUARD,24,DALLAS MAVERICKS,51,51,1982,484,1026,35,110,306,380,120,140,191,28,12,160,92,1309
jacksma01,Mark Jackson,POINT GUARD,29,INDIANA PACERS,82,67,2402,239,566,27,87,119,153,73,233,616,105,16,210,148,624
jennike01,Keith Jennings,POINT GUARD,26,GOLDEN STATE WARRIORS,80,24,1722,190,425,75,204,134,153,26,122,373,95,2,120,133,589
